elapsed_s,time_since_start_ms,timestamp_local,accelerometer_x_mps2,accelerometer_y_mps2,accelerometer_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyroscope_x_radps,gyroscope_y_radps,gyroscope_z_radps,magnetic_field_x_ut,magnetic_field_y_ut,magnetic_field_z_ut,orientation_azimuth_deg,orientation_pitch_deg,orientation_roll_deg,gnss_available
4217.2,4220122,2019-09-08 11:18:06.746,0.2734,-1.4515,10.1371,0.0371,-0.1304,9.8057,-0.4039999999999999,0.1221,-0.0515,-16.62,-28.62,29.38,20.25,-79.08,-132.96,False
4217.3,4220222,2019-09-08 11:18:06.846,0.8815,3.0871,7.691,-0.0233,0.1315,9.8057,0.2395,-0.0252,0.1028,-15.87,-28.94,29.5,20.75,-78.48,-135.03,False
4217.399,4220321,2019-09-08 11:18:06.945,0.3418,-0.1183,8.3374,-0.0003,0.0441,9.8065,0.0421,-0.0381,0.1063,-16.44,-28.94,29.5,21.66,-78.99,-134.08,False
4217.499,4220421,2019-09-08 11:18:07.045,2.0998,5.0364,8.5945,-0.001,0.0392,9.8065,0.5207,-0.1289,0.1137,-16.12,-28.31,30.0,20.71,-79.05,-134.74,False
4217.599,4220521,2019-09-08 11:18:07.145,2.2831,-4.3823,12.2632,-0.0137,0.0011,9.8066,0.4142,0.1092,-0.0484,-15.56,-28.19,30.06,20.42,-78.87,-135.05,False
4217.699,4220621,2019-09-08 11:18:07.245,0.8835,0.7547,11.4155,0.004,-0.0774,9.8062,-0.2103,0.1179,0.0945,-16.25,-28.44,29.56,20.19,-79.17,-135.14,False
4217.799,4220721,2019-09-08 11:18:07.345,0.8663,0.187,10.0173,0.0197,-0.0367,9.8065,-0.1059,-0.03,0.0986,-16.56,-28.12,29.63,19.03,-78.9,-134.69,False
4217.9,4220822,2019-09-08 11:18:07.446,0.1901,0.3522,9.542,-0.0064,0.0309,9.8065,-0.0534,-0.0487,0.0046,-16.75,-28.19,30.06,18.95,-78.8,-134.79,False
4217.999,4220921,2019-09-08 11:18:07.545,0.1051,-0.6174,9.7374,0.001,-0.0293,9.8065,0.0385,-0.0364,-0.0533,-16.31,-28.44,29.13,20.39,-78.77,-134.38,False
4218.1,4221022,2019-09-08 11:18:07.646,1.6343,3.884,8.454,0.0113,0.0517,9.8064,0.0925,-0.0963,0.0117,-16.37,-28.12,29.25,20.11,-78.91,-134.56,False
4218.2,4221122,2019-09-08 11:18:07.746,-1.2013,1.8083,11.8985,0.0272,-0.0479,9.8065,0.0231,-0.135,0.0649,-16.12,-28.56,29.88,21.08,-78.81,-134.63,False
4218.3,4221222,2019-09-08 11:18:07.846,-0.1626,0.7064,10.6639,0.0011,0.0164,9.8066,0.2618,-0.0264,0.1033,-16.5,-28.56,30.0,19.67,-78.82,-135.8,False
4218.4,4221322,2019-09-08 11:18:07.946,1.2186,-0.4434,10.7517,0.0245,-0.0602,9.8064,-0.0265,-0.0101,0.0903,-16.0,-28.62,30.0,19.8,-78.68,-135.74,False
4218.499,4221421,2019-09-08 11:18:08.045,-2.3691,-2.7384,12.5191,0.0058,-0.0406,9.8065,0.2845,-0.1864,0.1904,-16.06,-28.25,29.94,18.8,-78.48,-136.52,False
4218.599,4221521,2019-09-08 11:18:08.145,2.9892,2.6022,9.1071,0.0406,-0.0027,9.8065,-0.2443,-0.0389,0.0737,-15.69,-28.56,30.19,18.82,-78.72,-136.53,False
4218.7,4221622,2019-09-08 11:18:08.246,-0.7026,-1.4796,10.9047,0.0059,-0.0647,9.8064,-0.3388,0.0629,-0.0076,-16.31,-28.37,30.06,17.94,-78.53,-137.22,False
4218.799,4221721,2019-09-08 11:18:08.345,-0.655,1.3986,9.4231,-0.0199,0.0726,9.8063,0.2279,-0.0109,0.0041,-15.44,-28.37,29.81,20.64,-78.75,-136.45,False
4218.899,4221821,2019-09-08 11:18:08.445,0.841,1.2531,10.2759,-0.0074,0.0249,9.8066,0.0979,0.0455,-0.0748,-15.5,-28.06,29.56,21.13,-78.92,-135.99,False
4218.999,4221921,2019-09-08 11:18:08.545,0.4588,0.6135,10.8646,0.0209,-0.049,9.8064,-0.083,0.0004,-0.0116,-15.62,-28.12,29.38,17.15,-78.78,-137.06,False
4219.099,4222021,2019-09-08 11:18:08.645,0.865,1.3351,9.8905,0.0336,-0.0552,9.8064,-0.1088,0.039,-0.0128,-16.0,-28.5,29.69,15.83,-78.39,-139.0,False
4219.2,4222122,2019-09-08 11:18:08.746,-0.4488,0.4402,10.0659,0.0014,0.0175,9.8066,0.0241,0.0208,-0.0857,-15.75,-28.44,29.5,15.62,-78.42,-139.17,False
4219.3,4222222,2019-09-08 11:18:08.846,3.1743,2.3997,9.711,0.0215,0.0652,9.8063,0.2392,0.1387,-0.1901,-15.31,-28.75,29.44,15.2,-78.88,-140.3,False
4219.4,4222322,2019-09-08 11:18:08.946,1.8436,-0.9731,9.5381,0.0004,-0.0246,9.8065,-0.2052,0.0554,-0.0883,-15.31,-29.06,30.06,15.13,-78.93,-141.06,False
4219.5,4222422,2019-09-08 11:18:09.046,1.1816,-2.6169,6.8823,0.0419,-0.0076,9.8065,-0.2248,-0.1534,0.1686,-16.12,-29.5,28.81,11.38,-78.99,-141.83,False
4219.6,4222522,2019-09-08 11:18:09.146,2.0093,1.9573,7.6375,-0.0841,0.2063,9.8041,0.2123,-0.2258,0.0832,-15.75,-29.0,29.31,14.34,-78.28,-139.58,False
4219.699,4222621,2019-09-08 11:18:09.245,0.2324,1.6739,10.0378,-0.0884,0.1775,9.8046,0.0826,-0.0889,0.0375,-15.94,-28.44,30.63,21.71,-79.09,-134.57,False
4219.801,4222723,2019-09-08 11:18:09.347,-2.8508,-1.5464,10.7962,0.0062,-0.0906,9.8061,0.4587,0.079,-0.1533,-16.62,-28.25,30.31,18.07,-78.36,-135.66,False
4219.9,4222822,2019-09-08 11:18:09.446,0.8232,-1.8803,11.6795,-0.0084,-0.0109,9.8066,0.5415,0.0324,-0.1306,-16.56,-27.25,30.25,16.49,-77.85,-137.01,False
4219.999,4222921,2019-09-08 11:18:09.545,2.0546,0.2583,9.2404,0.0505,-0.0502,9.8063,-0.4087,-0.1237,0.1254,-16.44,-28.25,29.94,14.94,-77.79,-139.89,False
4220.1,4223022,2019-09-08 11:18:09.646,-1.5623,0.4921,9.9332,0.0547,-0.0739,9.8061,-0.4641,0.036,0.0562,-16.44,-28.0,29.63,14.32,-77.78,-140.39,False
4220.199,4223121,2019-09-08 11:18:09.745,2.4306,2.3609,8.5702,-0.0206,0.0543,9.8064,0.2003,-0.0843,0.1193,-15.06,-28.12,29.81,16.33,-78.0,-140.24,False
4220.3,4223222,2019-09-08 11:18:09.846,0.1006,1.1515,10.6927,-0.0374,0.0415,9.8064,0.1818,0.0441,-0.0812,-15.25,-27.75,30.38,17.53,-78.16,-139.22,False
4220.399,4223321,2019-09-08 11:18:09.945,0.9203,0.1647,9.589,0.0073,-0.038,9.8065,-0.0382,-0.0844,0.0814,-15.25,-28.81,31.19,17.35,-77.94,-140.2,False
4220.5,4223422,2019-09-08 11:18:10.046,-0.1725,1.1722,10.015,-0.0027,-0.0168,9.8066,0.0163,0.1129,-0.0723,-15.31,-29.0,31.5,18.09,-77.69,-140.3,False
4220.599,4223521,2019-09-08 11:18:10.145,-0.5583,2.9895,9.4454,-0.0111,-0.0001,9.8065,-0.1661,-0.1616,0.1286,-15.5,-28.56,31.38,18.39,-77.97,-139.35,False
4220.699,4223621,2019-09-08 11:18:10.245,-1.4375,0.4521,9.6925,0.0176,-0.006,9.8066,-0.1336,-0.1055,-0.0136,-16.12,-27.75,31.06,16.34,-78.02,-139.39,False
4220.799,4223721,2019-09-08 11:18:10.345,0.1958,1.8251,8.7749,-0.0151,0.076,9.8063,0.4417,0.0372,0.0639,-16.0,-28.0,30.63,14.52,-78.02,-140.88,False
4220.9,4223822,2019-09-08 11:18:10.446,-1.9458,-0.9977,10.1608,-0.0229,0.0233,9.8065,0.2093,-0.1013,0.1044,-16.75,-27.31,31.31,11.74,-78.15,-141.59,False
4221.0,4223922,2019-09-08 11:18:10.546,3.3652,1.6767,10.3854,0.0454,-0.0214,9.8064,0.1617,-0.2148,0.1299,-16.31,-27.44,31.25,13.41,-77.94,-141.73,False
4221.1,4224022,2019-09-08 11:18:10.646,-2.3216,1.4535,11.1144,-0.0153,-0.0132,9.8066,0.1779,0.1839,-0.1497,-16.12,-27.19,30.31,12.27,-77.88,-141.96,False
4221.199,4224121,2019-09-08 11:18:10.745,-1.7375,1.3101,9.172,-0.0083,-0.0127,9.8065,-0.3181,0.0406,-0.061,-16.31,-27.19,29.81,12.5,-78.07,-141.72,False
4221.299,4224221,2019-09-08 11:18:10.845,-1.5461,2.9508,8.9967,0.0178,-0.0188,9.8066,-0.3888,-0.1064,0.13,-16.0,-27.19,30.0,11.97,-78.13,-142.15,False
4221.399,4224321,2019-09-08 11:18:10.945,-2.0217,2.4032,8.7247,-0.0356,0.0277,9.8064,0.5139,0.0725,0.0273,-15.06,-28.12,30.19,14.38,-77.97,-141.84,False
4221.5,4224422,2019-09-08 11:18:11.046,1.098,-0.4985,10.5331,-0.053,0.0435,9.8064,0.4787,0.1175,-0.1241,-15.69,-27.06,30.75,15.35,-77.86,-140.15,False
4221.599,4224521,2019-09-08 11:18:11.145,1.1354,-0.9517,10.3875,0.0029,-0.0104,9.8066,-0.21,-0.0236,-0.0282,-16.25,-28.06,30.44,13.45,-77.79,-141.1,False
4221.7,4224622,2019-09-08 11:18:11.246,0.3176,-0.1803,8.061,0.0563,0.0159,9.8064,-0.4783,-0.4606,0.4493,-16.62,-28.19,29.88,10.4,-78.04,-142.03,False
4221.8,4224722,2019-09-08 11:18:11.346,-0.0155,6.5976,8.0344,-0.079,0.3076,9.8015,0.8542,-0.441,0.3617,-16.5,-27.94,30.13,12.18,-77.41,-142.2,False
4221.9,4224822,2019-09-08 11:18:11.446,-5.2441,4.5958,9.2288,-0.1257,0.2444,9.8027,0.6449,-0.0243,-0.0651,-16.5,-27.0,31.88,18.24,-78.52,-138.23,False
4221.999,4224921,2019-09-08 11:18:11.545,-2.7369,-2.8051,12.678,-0.0034,-0.1172,9.8058,0.2774,-0.1344,-0.0186,-16.12,-27.25,30.81,14.53,-77.9,-140.82,False
4222.099,4225021,2019-09-08 11:18:11.645,0.5314,-0.0011,9.7838,-0.0115,-0.0364,9.8065,0.0067,0.0305,-0.0745,-14.75,-26.5,30.88,17.09,-77.26,-140.29,False
4222.2,4225122,2019-09-08 11:18:11.746,-0.7833,0.4998,9.0511,-0.0447,0.049,9.8064,-0.1253,0.0706,-0.0768,-15.56,-27.25,31.94,19.75,-77.71,-137.22,False
4222.3,4225222,2019-09-08 11:18:11.846,-0.0895,1.2976,9.3688,-0.0143,0.0358,9.8065,-0.0634,0.0365,-0.037,-16.37,-28.19,31.25,19.39,-77.96,-136.9,False
4222.399,4225321,2019-09-08 11:18:11.945,1.6786,0.4613,9.9771,0.0318,-0.0126,9.8065,-0.0211,-0.129,0.0609,-16.5,-28.31,30.06,18.28,-77.98,-137.11,False
4222.5,4225422,2019-09-08 11:18:12.046,1.1974,0.1511,10.097,0.0437,-0.0409,9.8064,-0.1268,-0.0163,-0.0902,-16.81,-28.81,30.5,14.63,-77.89,-139.44,False
4222.6,4225522,2019-09-08 11:18:12.146,0.5864,0.9185,10.4308,0.0149,0.0361,9.8065,0.0841,-0.1915,0.0656,-16.31,-27.81,31.5,15.43,-78.12,-140.78,False
4222.7,4225622,2019-09-08 11:18:12.246,-1.0161,1.254,11.3901,0.0007,0.0318,9.8065,0.15,0.0539,0.0409999999999999,-16.31,-27.81,31.06,13.68,-78.03,-141.57,False
4222.799,4225721,2019-09-08 11:18:12.345,-0.0841,0.3633,10.5946,-0.0273,0.0294,9.8065,-0.0333,0.0767,-0.1446,-16.0,-27.94,31.06,12.37,-77.79,-142.69,False
4222.899,4225821,2019-09-08 11:18:12.445,0.5219,1.8677,9.8888,0.0179,-0.0381,9.8065,-0.0537,0.0312,-0.0511,-16.56,-27.87,31.5,10.96,-77.73,-143.1,False
4222.999,4225921,2019-09-08 11:18:12.545,-0.2296,0.0596,9.9355,0.0029,-0.0057,9.8066,0.0292,0.0627,-0.0428,-16.19,-27.0,32.44,12.88,-77.65,-142.9,False
4223.1,4226022,2019-09-08 11:18:12.646,1.2972,0.1749,9.9487,0.0158,-0.0232,9.8065,-0.005,0.0348,0.0225,-16.12,-27.37,31.56,12.33,-77.71,-143.35,False
4223.2,4226122,2019-09-08 11:18:12.746,0.3813,0.1949,9.0793,-0.0122,0.0123,9.8066,-0.0496,-0.0027,0.0803,-16.0,-27.5,31.81,12.67,-77.68,-143.07,False
4223.3,4226222,2019-09-08 11:18:12.846,0.3757,0.8190000000000001,10.0229,-0.0347,0.0428,9.8064,0.1066,0.0355,0.0372,-15.81,-26.69,31.5,14.11,-77.75,-141.87,False
4223.4,4226322,2019-09-08 11:18:12.946,0.9606,-0.8486,10.4945,0.0183,-0.0586,9.8064,-0.173,0.0127,-0.0011,-15.94,-27.06,31.31,12.82,-77.4,-142.33,False
4223.499,4226421,2019-09-08 11:18:13.045,0.5765,1.0171,8.9721,-0.0133,-0.0197,9.8065,0.0008,0.086,-0.0932,-15.5,-27.75,30.94,15.52,-77.37,-141.75,False
4223.599,4226521,2019-09-08 11:18:13.145,0.6117,-0.0261,9.8931,-0.0164,-0.0048,9.8066,0.1514,0.0163,-0.0219,-16.5,-27.25,31.69,13.69,-77.26,-142.33,False
4223.699,4226621,2019-09-08 11:18:13.245,-1.1881,0.9499,9.8353,0.0032,0.0174,9.8066,0.0092,-0.0373,0.0123,-16.12,-27.25,32.69,15.18,-77.07,-141.8,False
4223.8,4226722,2019-09-08 11:18:13.346,-0.7719,-0.2046,10.0348,0.0128,-0.0036,9.8066,-0.0527,-0.0488,0.0753,-16.56,-27.5,31.5,12.79,-77.38,-141.59,False
4223.9,4226822,2019-09-08 11:18:13.446,0.9642,1.0917,9.4725,0.0033,0.0048,9.8066,-0.0529,0.0918,-0.0298,-15.75,-27.25,31.5,14.2,-77.54,-141.85,False
4224.001,4226923,2019-09-08 11:18:13.547,-0.4235,0.5674,9.6708,-0.0045,0.0104,9.8066,0.0372,0.0596,-0.0264,-16.25,-27.75,31.63,13.96,-77.7,-142.09,False
4224.099,4227021,2019-09-08 11:18:13.645,0.5845,1.6822,9.7772,-0.0019,0.0359,9.8065,0.1507,-0.0363,0.0298,-16.19,-27.75,31.38,12.6,-77.85,-142.49,False
4224.2,4227122,2019-09-08 11:18:13.746,0.4422,1.0359,10.0243,0.0272,-0.0459,9.8065,-0.1729,-0.0319,0.0059,-16.19,-27.25,31.19,12.29,-77.82,-142.68,False
4224.3,4227222,2019-09-08 11:18:13.846,1.5706,0.7952,9.6539,0.0085,-0.021,9.8066,-0.05,0.052,-0.1257,-15.87,-27.56,31.56,12.68,-77.77,-143.12,False
4224.399,4227321,2019-09-08 11:18:13.945,0.9607,0.5429,9.2127,0.0338,0.0024,9.8065,-0.0389,-0.0105,-0.0121,-16.06,-27.87,31.56,11.93,-77.83,-143.72,False
4224.499,4227421,2019-09-08 11:18:14.045,0.3052,-0.2441,10.2346,0.0213,-0.0561,9.8064,-0.0713,-0.0501,0.0561,-15.94,-27.75,31.81,10.63,-77.82,-144.78,False
4224.599,4227521,2019-09-08 11:18:14.145,-0.6228,1.3805,8.1893,-0.0468,0.0536,9.8064,0.0782,0.1045,-0.0542,-16.0,-28.0,31.5,11.31,-77.84,-144.22,False
4224.699,4227621,2019-09-08 11:18:14.245,-0.8595,1.6619,9.6739,-0.024,0.0363,9.8064,-0.1293,0.0872,-0.0443,-16.12,-27.69,31.44,12.26,-77.68,-142.8,False
4224.801,4227723,2019-09-08 11:18:14.347,1.1459,0.3695,9.9253,-0.0033,-0.0095,9.8066,0.2715,-0.0351,0.0313,-16.94,-27.06,32.19,9.9,-77.6,-143.92,False
4224.9,4227822,2019-09-08 11:18:14.446,0.3033,0.2782,8.9853,-0.0023,0.0529,9.8065,0.0683,-0.0014,-0.1056,-16.44,-26.81,32.69,12.28,-77.53,-144.08,False
4224.999,4227921,2019-09-08 11:18:14.545,0.4538,0.2353,9.4737,-0.0079,0.0113,9.8066,-0.0312,0.046,-0.0595,-16.31,-27.0,32.13,11.47,-77.68,-144.06,False
4225.1,4228022,2019-09-08 11:18:14.646,0.0009,2.0093,9.549,-0.0072,0.0284,9.8065,-0.1781,0.0653,-0.0382,-15.56,-27.69,31.5,12.35,-78.1,-143.32,False
4225.199,4228121,2019-09-08 11:18:14.745,-1.6596,1.6469,11.85,-0.0319,-0.0441,9.8064,0.0601,-0.1562,0.1103,-16.19,-28.19,30.75,13.39,-78.09,-141.79,False
4225.299,4228221,2019-09-08 11:18:14.845,1.3762,-1.1762,10.4361,0.0341,-0.0983,9.8061,-0.2377,0.0779,-0.0196,-16.5,-27.94,30.69,12.41,-77.69,-142.67,False
4225.399,4228321,2019-09-08 11:18:14.945,-0.1732,-2.0109,11.4206,0.0259,-0.1113,9.8059,-0.157,-0.0221,0.076,-16.94,-27.62,31.06,11.0,-77.39,-142.41,False
4225.502,4228424,2019-09-08 11:18:15.048,0.3025,1.1092,8.9142,-0.0122,0.0431,9.8065,-0.0448,-0.0248,0.0404,-16.75,-27.75,31.31,12.16,-77.52,-141.45,False
4225.6,4228522,2019-09-08 11:18:15.146,-0.8057,0.8233,10.1644,-0.017,0.0315,9.8065,0.0495,-0.0362,0.0576,-16.44,-28.0,31.38,15.11,-77.76,-140.46,False
4225.7,4228622,2019-09-08 11:18:15.246,0.1357,1.5312,10.3541,0.0145,-0.0139,9.8065,-0.0195,0.0018,0.0054,-16.44,-27.87,31.25,14.35,-77.64,-141.11,False
4225.8,4228722,2019-09-08 11:18:15.346,0.5947,1.2656,9.2915,0.0049,-0.0297,9.8065,0.0199,0.0177,-0.0443,-16.19,-27.69,31.31,14.04,-77.55,-141.39,False
4225.9,4228822,2019-09-08 11:18:15.446,-0.2021,1.5978,9.4187,0.016,-0.0455,9.8065,-0.0617,-0.018,0.0116,-15.94,-27.25,30.56,13.69,-77.48,-141.6,False
4225.999,4228921,2019-09-08 11:18:15.545,-0.0598,1.352,10.1958,-0.0287,0.0528,9.8064,-0.0916,-0.0279999999999999,-0.0379,-16.5,-27.25,31.5,16.0,-77.78,-140.3,False
4226.099,4229021,2019-09-08 11:18:15.645,0.4427,1.6029,8.5996,0.0126,-0.0019,9.8066,-0.1911,0.011,-0.0848,-16.37,-27.69,29.81,14.78,-77.92,-139.99,False
4226.2,4229122,2019-09-08 11:18:15.746,-0.1521,0.867,9.1823,-0.0086,-0.0145,9.8066,-0.0593,-0.0099,0.0204,-17.37,-28.5,30.69,14.2,-78.03,-139.67,False
4226.3,4229222,2019-09-08 11:18:15.846,-0.2313,0.4751,9.3242,-0.0109,0.018,9.8066,-0.0438,0.0033,-0.0419,-17.06,-28.62,30.69,16.49,-78.28,-137.81,False
4226.4,4229322,2019-09-08 11:18:15.946,0.0577,0.8935,9.3829,-0.0066,-0.0138,9.8066,-0.1369,-0.015,-0.0211,-16.69,-28.94,31.13,17.01,-78.25,-137.39,False
4226.5,4229422,2019-09-08 11:18:16.046,0.8296,0.8735,9.4811,-0.0061,0.0163,9.8065,-0.0953,0.0285,-0.0548,-17.44,-28.12,31.19,17.22,-78.2,-137.14,False
4226.599,4229521,2019-09-08 11:18:16.145,0.2474,1.0774,9.5025,-0.013,0.002,9.8065,0.0861,-0.0835,0.0736,-16.69,-28.12,31.0,18.07,-78.19,-136.44,False
4226.7,4229622,2019-09-08 11:18:16.246,-0.0967,0.7537,10.3515,-0.0012,0.0146,9.8066,0.0223,-0.0299,-0.0279999999999999,-16.56,-28.12,31.75,18.91,-78.21,-136.42,False
4226.8,4229722,2019-09-08 11:18:16.346,0.9854,0.6881,9.6799,-0.0011,0.0026,9.8066,-0.0457,-0.0552,0.0363,-16.37,-28.0,31.25,19.95,-78.38,-136.3,False
4226.9,4229822,2019-09-08 11:18:16.446,0.119,0.733,9.9664,0.0042,0.0067,9.8066,-0.0349,0.0146,-0.0086,-17.19,-28.94,30.5,17.73,-78.38,-136.76,False
4227.0,4229922,2019-09-08 11:18:16.546,0.1131,0.953,9.7797,-0.0009,0.0008,9.8066,-0.008,0.0167,-0.0169,-17.19,-28.0,30.5,17.31,-78.38,-137.01,False
4227.099,4230021,2019-09-08 11:18:16.645,0.1882,0.3434,9.6417,0.0011,-0.0053,9.8066,-0.0056,0.0106,-0.0066,-16.81,-28.37,30.13,16.8,-78.45,-136.68,False
4227.199,4230121,2019-09-08 11:18:16.745,0.2498,1.3463,10.198,0.0052,-0.0171,9.8066,-0.0003,-0.0267,0.024,-16.69,-28.12,30.63,18.22,-78.56,-136.2,False
4227.3,4230222,2019-09-08 11:18:16.846,-0.1551,0.4185,9.6386,0.0039,0.0035,9.8066,0.0621,-0.0291,0.0227,-17.12,-28.0,31.38,18.32,-78.6,-136.1,False
4227.4,4230322,2019-09-08 11:18:16.946,0.7307,1.1353,9.3073,0.0125,-0.0027,9.8066,-0.0035,-0.0303,0.0282,-17.62,-28.0,30.38,14.87,-78.7,-136.75,False
4227.499,4230421,2019-09-08 11:18:17.045,0.4723,1.198,9.302,-0.0031,0.0271,9.8066,-0.0708,0.0056,-0.0486,-16.94,-28.62,31.13,17.95,-78.71,-136.48,False
4227.599,4230521,2019-09-08 11:18:17.145,0.451,-0.244,9.9059,-0.0133,0.0413,9.8064,0.0953,-0.0068,0.0003,-17.19,-28.56,31.0,18.65,-78.99,-135.8,False
4227.699,4230621,2019-09-08 11:18:17.245,0.6499,-0.7792,9.7856,0.0114,-0.0337,9.8065,0.0427,-0.0198,0.0289,-16.94,-27.56,30.94,19.15,-79.05,-135.27,False
4227.799,4230721,2019-09-08 11:18:17.345,-0.0545,0.767,9.7649,0.0049,-0.0009,9.8066,0.0833,-0.005,0.004,-16.69,-27.81,31.13,19.25,-79.05,-135.18,False
4227.899,4230821,2019-09-08 11:18:17.445,-0.1209,0.9995,10.491,0.0113,-0.002,9.8066,0.136,-0.0011,-0.0151,-16.87,-28.06,31.0,19.27,-79.22,-135.12,False
4228.0,4230922,2019-09-08 11:18:17.546,0.6904,-0.1817,9.72,0.002,0.0188,9.8066,-0.081,-0.0116,0.006,-16.69,-28.12,30.44,17.5,-79.37,-135.83,False
4228.099,4231021,2019-09-08 11:18:17.645,0.6211,0.3998,9.708,0.0004,0.0081,9.8065,-0.1119999999999999,-0.0434,0.0028,-16.44,-28.5,30.88,19.81,-79.38,-136.08,False
4228.2,4231122,2019-09-08 11:18:17.746,0.1481,1.1819,9.7113,-0.0083,0.0009,9.8066,-0.0619,0.0319,-0.0621,-16.5,-27.94,30.75,20.69,-79.59,-135.27,False
