elapsed_s,gnss_available
31.099,True
31.2,True
31.299,True
31.399,True
31.499,True
31.599,True
31.7,True
31.799,True
31.902,True
31.999,True
32.1,True
32.2,True
32.3,True
32.4,True
32.5,True
32.6,True
32.7,True
32.799,True
32.899,True
32.999,True
33.099,True
33.199,True
33.299,True
33.399,True
33.5,True
33.6,True
33.7,True
33.8,True
33.9,True
33.999,True
34.099,True
34.2,True
34.3,True
34.399,True
34.5,True
34.6,True
34.699,True
34.8,True
34.9,True
34.999,True
35.1,True
35.2,True
35.3,True
35.4,True
35.5,True
35.6,True
35.7,True
35.799,True
35.899,True
36.0,True
36.1,True
36.2,True
36.3,True
36.4,True
36.5,True
36.6,True
36.7,True
36.8,True
36.9,True
36.999,True
37.099,True
37.2,True
37.3,True
37.399,True
37.499,True
37.6,True
37.7,True
37.8,True
37.9,True
38.0,True
38.099,True
38.199,True
38.3,True
38.399,True
38.499,True
38.6,True
38.7,True
38.8,True
38.9,True
38.999,True
39.099,True
39.199,True
39.299,True
39.399,True
39.501,True
39.6,True
39.699,True
39.799,True
39.9,True
40.0,True
40.1,True
40.199,True
40.299,True
40.399,True
40.499,True
40.6,True
40.7,True
40.799,True
40.9,True
40.999,True
41.1,True
41.2,True
41.299,True
41.399,True
41.499,True
41.6,True
41.7,True
41.8,True
41.9,True
41.999,True
42.1,True
42.199,True
42.3,True
42.4,True
42.5,True
42.599,True
42.699,True
42.799,True
42.899,True
42.999,True
43.099,True
43.199,True
43.299,True
43.399,True
43.5,True
43.6,True
43.699,True
43.799,True
43.899,True
44.0,True
44.099,True
44.2,True
44.299,True
44.4,True
44.5,True
44.6,True
44.699,True
44.799,True
44.899,True
45.0,True
45.099,True
45.2,True
45.299,True
45.399,True
45.5,True
45.599,True
45.7,True
45.8,True
45.9,True
45.999,True
46.099,True
46.2,True
46.3,True
46.4,True
46.5,True
46.6,True
46.699,True
46.8,True
46.9,True
46.999,True
47.099,True
47.199,True
47.299,True
47.399,True
47.499,True
47.6,True
47.7,True
47.8,True
47.9,True
47.999,True
48.1,True
48.199,True
48.3,True
48.399,True
48.499,True
48.599,True
48.699,True
48.799,True
48.899,True
49.0,True
49.099,True
49.199,True
49.299,True
49.4,True
49.499,True
49.599,True
49.7,True
49.8,True
49.899,True
49.999,True
50.1,True
50.2,True
50.3,True
50.399,True
50.499,True
50.6,True
50.7,True
50.799,True
50.899,True
50.999,True
51.099,True
51.199,True
51.3,True
51.399,True
51.499,True
51.599,True
51.699,True
51.799,True
51.9,True
52.0,True
52.099,True
52.2,True
52.299,True
52.399,True
52.499,True
52.6,True
52.7,True
52.799,True
52.9,True
52.999,True
53.1,True
53.2,True
53.3,True
53.4,True
53.5,True
53.6,True
53.7,True
53.799,True
53.899,True
53.999,True
54.099,True
54.199,True
54.299,True
54.4,True
54.5,True
54.599,True
54.699,True
54.8,True
54.899,True
55.0,True
55.099,True
55.199,True
55.3,True
55.399,True
55.499,True
55.599,True
55.699,True
55.8,True
55.899,True
55.999,True
56.099,True
56.202,True
56.3,True
56.399,True
56.499,True
56.599,True
56.699,True
56.799,True
56.899,True
56.999,True
57.099,True
57.2,True
57.299,True
57.4,True
57.5,True
57.599,True
57.699,True
57.8,True
57.9,True
57.999,True
58.1,True
58.2,True
58.299,True
58.4,True
58.499,True
58.599,True
58.699,True
58.799,True
58.899,True
58.999,True
59.099,True
59.199,True
59.299,True
59.399,True
59.5,True
59.599,True
59.699,True
59.8,True
59.9,True
59.999,True
60.1,True
60.2,True
60.3,True
60.4,True
60.5,True
60.599,True
60.699,True
60.799,True
60.9,True
60.999,True
61.1,True
61.199,True
61.299,True
61.4,True
61.499,True
61.599,True
61.699,True
61.799,True
61.9,True
62.0,True
62.1,True
62.199,True
62.299,True
62.399,True
62.499,True
62.6,True
62.699,True
62.8,True
62.9,True
62.999,True
63.099,True
63.2,True
63.3,True
63.399,True
63.5,True
63.6,True
63.699,True
63.799,True
63.899,True
63.999,True
64.1,True
64.2,True
64.299,True
64.399,True
64.499,True
64.6,True
64.7,True
64.799,True
64.9,True
64.999,True
65.099,True
65.199,True
65.299,True
65.4,True
65.499,True
65.6,True
65.699,True
65.799,True
65.899,True
65.999,True
66.1,True
66.2,True
66.299,True
66.4,True
66.499,True
66.6,True
66.7,True
66.799,True
66.899,True
67.0,True
67.1,True
67.199,True
67.3,True
67.399,True
67.499,True
67.6,True
67.7,True
67.799,True
67.9,True
67.999,True
68.099,True
68.2,True
68.299,True
68.4,True
68.499,True
68.6,True
68.7,True
68.8,True
68.901,True
68.999,True
69.099,True
69.2,True
69.299,True
69.399,True
69.499,True
69.599,True
69.7,True
69.799,True
69.899,True
69.999,True
70.1,True
70.199,True
70.299,True
70.4,True
70.5,True
70.599,True
70.699,True
70.799,True
70.901,True
70.999,True
71.1,True
71.2,True
71.3,True
71.4,True
71.5,True
71.599,True
71.699,True
71.8,True
71.9,True
72.0,True
72.1,True
72.2,True
72.299,True
72.399,True
72.499,True
72.599,True
72.699,True
72.799,True
72.9,True
73.0,True
73.1,True
73.2,True
73.299,True
73.399,True
73.5,True
73.599,True
73.699,True
73.799,True
73.9,True
73.999,True
74.099,True
74.2,True
74.3,True
74.4,True
74.499,True
74.599,True
74.699,True
74.799,True
74.899,True
74.999,True
75.1,True
75.2,True
75.299,True
75.399,True
75.499,True
75.599,True
75.699,True
75.8,True
75.899,True
76.0,True
76.099,True
76.199,True
76.3,True
76.399,True
76.499,True
76.599,True
76.699,True
76.799,True
76.899,True
77.0,True
77.1,True
77.2,True
77.3,True
77.399,True
77.5,True
77.599,True
77.7,True
77.799,True
77.9,True
77.999,True
78.1,True
78.199,True
78.299,True
78.399,True
78.499,True
78.599,True
78.7,True
78.799,True
78.9,True
78.999,True
79.1,True
79.199,True
79.299,True
79.4,True
79.5,True
79.6,True
79.699,True
79.799,True
79.899,True
79.999,True
80.1,True
80.2,True
80.3,True
80.4,True
80.499,True
80.599,True
80.699,True
80.799,True
80.9,True
80.999,True
81.1,True
81.2,True
81.3,True
81.399,True
81.499,True
81.599,True
81.7,True
81.8,True
81.9,True
81.999,True
82.1,True
82.199,True
82.299,True
82.399,True
82.499,True
82.599,True
82.7,True
82.8,True
82.899,True
82.999,True
83.099,True
83.199,True
83.299,True
83.399,True
83.499,True
83.599,True
83.7,True
83.8,True
83.9,True
84.0,True
84.099,True
84.199,True
84.299,True
84.4,True
84.499,True
84.599,True
84.7,True
84.8,True
84.899,True
85.0,True
85.1,True
85.2,True
85.3,True
85.399,True
85.499,True
85.6,True
85.699,True
85.799,True
85.9,True
85.999,True
86.1,True
86.199,True
86.299,True
86.399,True
86.5,True
86.6,True
86.699,True
86.8,True
86.899,True
87.0,True
87.1,True
87.199,True
87.3,True
87.4,True
87.5,True
87.599,True
87.699,True
87.799,True
87.899,True
87.999,True
88.099,True
88.199,True
88.299,True
88.4,True
88.499,True
88.599,True
88.699,True
88.799,True
88.899,True
88.999,True
89.099,True
89.2,True
89.3,True
89.399,True
89.499,True
89.599,True
89.7,True
89.8,True
89.9,True
89.999,True
90.099,True
90.2,True
90.299,True
90.399,True
90.5,True
90.6,True
90.699,True
90.799,True
90.899,True
91.0,True
91.099,True
91.2,True
91.3,True
91.4,True
91.499,True
91.599,True
91.699,True
91.8,True
91.899,True
92.0,True
92.099,True
92.199,True
92.299,True
92.4,True
92.5,True
92.6,True
92.699,True
92.799,True
92.899,True
93.0,True
93.1,True
93.199,True
93.299,True
93.399,True
93.499,True
93.599,True
93.699,True
93.799,True
93.899,True
94.0,True
94.099,True
94.2,True
94.299,True
94.402,True
94.5,True
94.599,True
94.7,True
94.799,True
94.899,True
95.0,True
95.099,True
95.199,True
95.299,True
95.399,True
95.499,True
95.6,True
95.699,True
95.8,True
95.899,True
96.0,True
96.099,True
96.199,True
96.3,True
96.4,True
96.499,True
96.599,True
96.699,True
96.799,True
96.899,True
96.999,True
97.099,True
97.199,True
97.299,True
97.399,True
97.499,True
97.6,True
97.7,True
97.799,True
97.9,True
97.999,True
98.1,True
98.2,True
98.299,True
98.399,True
98.499,True
98.599,True
98.699,True
98.799,True
98.899,True
99.0,True
99.099,True
99.199,True
99.299,True
99.4,True
99.5,True
99.6,True
99.7,True
99.8,True
99.9,True
99.999,True
100.099,True
100.199,True
100.3,True
100.399,True
100.499,True
100.6,True
100.7,True
100.799,True
100.899,True
101.0,True
101.099,True
101.2,True
101.299,True
101.4,True
101.5,True
101.599,True
101.699,True
101.8,True
101.899,True
102.0,True
102.1,True
102.199,True
102.299,True
102.399,True
102.499,True
102.599,True
102.7,True
102.8,True
102.9,True
102.999,True
103.1,True
103.199,True
103.299,True
103.4,True
103.5,True
103.599,True
103.7,True
103.8,True
103.9,True
103.999,True
104.099,True
104.199,True
104.299,True
104.399,True
104.499,True
104.6,True
104.7,True
104.799,True
104.9,True
105.0,True
105.099,True
105.199,True
105.299,True
105.399,True
105.499,True
105.6,True
105.7,True
105.8,True
105.899,True
106.0,True
106.099,True
106.2,True
106.299,True
106.399,True
106.5,True
106.599,True
106.699,True
106.8,True
106.9,True
107.0,True
107.099,True
107.199,True
107.3,True
107.4,True
107.499,True
107.599,True
107.699,True
107.799,True
107.899,True
108.0,True
108.099,True
108.199,True
108.299,True
108.399,True
108.499,True
108.599,True
108.699,True
108.799,True
108.899,True
109.0,True
109.099,True
109.2,True
109.3,True
109.399,True
109.499,True
109.6,True
109.7,True
109.799,True
109.899,True
110.0,True
110.1,True
110.2,True
110.3,True
110.4,True
110.5,True
110.6,True
110.699,True
110.799,True
110.9,True
110.999,True
111.1,True
111.199,True
111.299,True
111.4,True
111.5,True
111.599,True
111.7,True
111.8,True
111.9,True
112.0,True
112.099,True
112.2,True
112.299,True
112.399,True
112.499,True
112.599,True
112.7,True
112.801,True
112.9,True
112.999,True
113.099,True
113.199,True
113.3,True
113.399,True
113.499,True
113.6,True
113.699,True
113.799,True
113.899,True
114.0,True
114.099,True
114.2,True
114.299,True
114.399,True
114.499,True
114.599,True
114.699,True
114.799,True
114.9,True
114.999,True
115.099,True
115.199,True
115.299,True
115.4,True
115.499,True
115.599,True
115.7,True
115.8,True
115.9,True
116.0,True
116.1,True
116.2,True
116.3,True
116.399,True
116.5,True
116.599,True
116.699,True
116.8,True
116.899,True
116.999,True
117.1,True
117.199,True
117.299,True
117.399,True
117.499,True
117.599,True
117.699,True
117.8,True
117.899,True
117.999,True
118.1,True
118.199,True
118.299,True
118.4,True
118.499,True
118.599,True
118.699,True
118.799,True
118.899,True
118.999,True
119.1,True
119.199,True
119.299,True
119.399,True
119.5,True
119.599,True
119.7,True
119.8,True
119.9,True
119.999,True
120.1,True
120.2,True
120.299,True
120.399,True
120.499,True
120.599,True
120.699,True
120.8,True
120.9,True
120.999,True
121.099,True
121.199,True
121.299,True
121.4,True
121.499,True
121.599,True
121.7,True
121.799,True
121.9,True
122.0,True
122.1,True
122.2,True
122.3,True
122.4,True
122.5,True
122.6,True
122.7,True
122.799,True
122.899,True
123.0,True
123.1,True
123.199,True
123.3,True
123.4,True
123.499,True
123.6,True
123.7,True
123.8,True
123.9,True
124.0,True
124.099,True
124.2,True
124.299,True
124.399,True
124.499,True
124.599,True
124.7,True
124.799,True
124.899,True
125.0,True
125.1,True
125.2,True
125.299,True
125.399,True
125.5,True
125.6,True
125.699,True
125.8,True
125.899,True
125.999,True
126.1,True
126.199,True
126.299,True
126.4,True
126.499,True
126.599,True
126.699,True
126.799,True
126.899,True
126.999,True
127.1,True
127.2,True
127.3,True
127.4,True
127.5,True
127.6,True
127.699,True
127.799,True
127.9,True
127.999,True
128.099,True
128.2,True
128.299,True
128.399,True
128.499,True
128.6,True
128.7,True
128.799,True
128.899,True
128.999,True
129.1,True
129.199,True
129.299,True
129.399,True
129.499,True
129.6,True
129.699,True
129.8,True
129.899,True
129.999,True
130.099,True
130.199,True
130.299,True
130.399,True
130.5,True
130.599,True
130.699,True
130.799,True
130.899,True
131.0,True
131.099,True
131.2,True
131.299,True
131.399,True
131.499,True
131.599,True
131.7,True
131.799,True
131.9,True
131.999,True
132.1,True
132.199,True
132.299,True
132.4,True
132.5,True
132.6,True
132.7,True
132.8,True
132.899,True
133.002,True
133.1,True
133.199,True
133.299,True
133.399,True
133.499,True
133.6,True
133.7,True
133.799,True
133.899,True
134.0,True
134.099,True
134.2,True
134.3,True
134.4,True
134.499,True
134.599,True
134.699,True
134.799,True
134.9,True
135.0,True
135.099,True
135.2,True
135.3,True
135.4,True
135.5,True
135.599,True
135.699,True
135.8,True
135.899,True
135.999,True
136.099,True
136.2,True
136.299,True
136.399,True
136.499,True
136.599,True
136.699,True
136.799,True
136.9,True
137.0,True
137.1,True
137.2,True
137.3,True
137.4,True
137.5,True
137.6,True
137.699,True
137.799,True
137.9,True
137.999,True
138.099,True
138.2,True
138.3,True
138.4,True
138.5,True
138.599,True
138.699,True
138.8,True
138.9,True
138.999,True
139.099,True
139.199,True
139.3,True
139.4,True
139.5,True
139.599,True
139.699,True
139.8,True
139.9,True
139.999,True
140.1,True
140.199,True
140.299,True
140.399,True
140.499,True
140.599,True
140.699,True
140.799,True
140.901,True
140.999,True
141.099,True
141.2,True
141.299,True
141.399,True
141.499,True
141.599,True
141.7,True
141.8,True
141.899,True
142.0,True
142.099,True
142.199,True
142.299,True
142.4,True
142.499,True
142.599,True
142.699,True
142.799,True
142.899,True
143.0,True
143.099,True
143.2,True
143.299,True
143.4,True
143.499,True
143.599,True
143.699,True
143.799,True
143.903,True
143.999,True
144.1,True
144.199,True
144.299,True
144.399,True
144.499,True
144.599,True
144.699,True
144.799,True
144.899,True
145.0,True
145.099,True
145.199,True
145.3,True
145.399,True
145.5,True
145.599,True
145.699,True
145.799,True
145.9,True
145.999,True
146.099,True
146.199,True
146.3,True
146.4,True
146.499,True
146.599,True
146.699,True
146.799,True
146.899,True
146.999,True
147.1,True
147.199,True
147.3,True
147.4,True
147.5,True
147.599,True
147.699,True
147.8,True
147.899,True
147.999,True
148.099,True
148.199,True
148.3,True
148.4,True
148.5,True
148.599,True
148.7,True
148.8,True
148.9,True
148.999,True
149.1,True
149.199,True
149.299,True
149.399,True
149.5,True
149.599,True
149.699,True
149.799,True
149.899,True
149.999,True
150.1,True
150.2,True
150.3,True
150.4,True
150.5,True
150.6,True
150.7,True
150.8,True
150.9,True
151.0,True
151.1,True
151.199,True
151.3,True
151.399,True
151.5,True
151.6,True
151.699,True
151.799,True
151.899,True
151.999,True
152.099,True
152.199,True
152.299,True
152.399,True
152.5,True
152.6,True
152.7,True
152.8,True
152.899,True
152.999,True
153.1,True
153.199,True
153.3,True
153.399,True
153.5,True
153.599,True
153.7,True
153.8,True
153.899,True
154.003,True
154.099,True
154.2,True
154.3,True
154.4,True
154.5,True
154.599,True
154.699,True
154.799,True
154.899,True
155.0,True
155.099,True
155.2,True
155.3,True
155.4,True
155.499,True
155.599,True
155.699,True
155.799,True
155.899,True
156.0,True
156.099,True
156.2,True
156.3,True
156.399,True
156.499,True
156.599,True
156.699,True
156.799,True
156.9,True
156.999,True
157.1,True
157.199,True
157.3,True
157.4,True
157.499,True
157.6,True
157.7,True
157.799,True
157.9,True
157.999,True
158.099,True
158.199,True
158.3,True
158.399,True
158.499,True
158.599,True
158.699,True
158.799,True
158.899,True
158.999,True
159.099,True
159.2,True
159.3,True
159.4,True
159.5,True
159.599,True
159.699,True
159.799,True
159.899,True
160.0,True
160.099,True
160.199,True
160.3,True
160.4,True
160.499,True
160.6,True
160.7,True
160.799,True
160.899,True
161.0,True
161.099,True
161.199,True
161.3,True
161.4,True
161.5,True
161.599,True
161.7,True
161.799,True
161.9,True
161.999,True
162.099,True
162.199,True
162.299,True
162.399,True
162.5,True
162.6,True
162.699,True
162.8,True
162.899,True
163.0,True
163.099,True
163.2,True
163.299,True
163.399,True
163.499,True
163.6,True
163.7,True
163.8,True
163.9,True
163.999,True
164.1,True
164.199,True
164.3,True
164.399,True
164.499,True
164.6,True
164.7,True
164.799,True
164.899,True
164.999,True
165.1,True
165.2,True
165.3,True
165.4,True
165.5,True
165.599,True
165.7,True
165.799,True
165.899,True
165.999,True
166.1,True
166.199,True
166.299,True
166.399,True
166.499,True
166.599,True
166.699,True
166.799,True
166.899,True
166.999,True
167.101,True
167.199,True
167.299,True
167.4,True
167.5,True
167.599,True
167.7,True
167.799,True
167.9,True
167.999,True
168.1,True
168.199,True
168.299,True
168.4,True
168.5,True
168.599,True
168.7,True
168.799,True
168.9,True
169.0,True
169.099,True
169.2,True
169.3,True
169.4,True
169.499,True
169.599,True
169.7,True
169.799,True
169.899,True
169.999,True
170.099,True
170.199,True
170.299,True
170.399,True
170.499,True
170.6,True
170.699,True
170.799,True
170.899,True
170.999,True
171.099,True
171.199,True
171.3,True
171.399,True
171.499,True
171.6,True
171.7,True
171.8,True
171.899,True
171.999,True
172.099,True
172.2,True
172.299,True
172.399,True
172.5,True
172.599,True
172.699,True
172.799,True
172.9,True
173.0,True
173.099,True
173.199,True
173.299,True
173.399,True
173.499,True
173.6,True
173.7,True
173.8,True
173.899,True
173.999,True
174.099,True
174.199,True
174.3,True
174.4,True
174.499,True
174.6,True
174.7,True
174.8,True
174.9,True
174.999,True
175.1,True
175.2,True
175.299,True
175.399,True
175.499,True
175.6,True
175.699,True
175.799,True
175.899,True
176.0,True
176.099,True
176.199,True
176.299,True
176.399,True
176.5,True
176.599,True
176.7,True
176.8,True
176.899,True
176.999,True
177.1,True
177.199,True
177.3,True
177.399,True
177.5,True
177.599,True
177.7,True
177.8,True
177.9,True
178.0,True
178.099,True
178.2,True
178.299,True
178.399,True
178.5,True
178.599,True
178.699,True
178.799,True
178.9,True
179.0,True
179.099,True
179.2,True
179.299,True
179.399,True
179.499,True
179.6,True
179.7,True
179.799,True
179.899,True
179.999,True
180.1,True
180.2,True
180.299,True
180.399,True
180.5,True
180.6,True
180.699,True
180.799,True
180.899,True
181.0,True
181.099,True
181.2,True
181.299,True
181.4,True
181.499,True
181.599,True
181.699,True
181.799,True
181.899,True
181.999,True
182.099,True
182.2,True
182.299,True
182.399,True
182.499,True
182.599,True
182.699,True
182.799,True
182.899,True
183.0,True
183.099,True
183.2,True
183.299,True
183.4,True
183.499,True
183.599,True
183.699,True
183.8,True
183.899,True
184.0,True
184.099,True
184.2,True
184.299,True
184.4,True
184.5,True
184.599,True
184.699,True
184.799,True
184.899,True
184.999,True
185.099,True
185.2,True
185.3,True
185.4,True
185.5,True
185.6,True
185.7,True
185.8,True
185.9,True
185.999,True
186.1,True
186.199,True
186.3,True
186.4,True
186.499,True
186.599,True
186.699,True
186.799,True
186.9,True
187.0,True
187.099,True
187.199,True
187.299,True
187.399,True
187.499,True
187.6,True
187.7,True
187.8,True
187.899,True
187.999,True
188.1,True
188.2,True
188.299,True
188.399,True
188.5,True
188.6,True
188.7,True
188.799,True
188.899,True
189.0,True
189.099,True
189.199,True
189.299,True
189.399,True
189.499,True
189.599,True
189.7,True
189.8,True
189.9,True
190.0,True
190.099,True
190.2,True
190.3,True
190.399,True
190.5,True
190.599,True
190.699,True
190.799,True
190.9,True
191.0,True
191.099,True
191.199,True
191.3,True
191.4,True
191.5,True
191.6,True
191.699,True
191.799,True
191.899,True
192.0,True
192.099,True
192.199,True
192.299,True
192.4,True
192.499,True
192.599,True
192.699,True
192.8,True
192.899,True
192.999,True
193.099,True
193.2,True
193.299,True
193.399,True
193.5,True
193.6,True
193.699,True
193.8,True
193.903,True
194.0,True
194.1,True
194.2,True
194.299,True
194.399,True
194.5,True
194.6,True
194.699,True
194.799,True
194.899,True
195.0,True
195.099,True
195.199,True
195.299,True
195.4,True
195.499,True
195.599,True
195.7,True
195.8,True
195.899,True
195.999,True
196.1,True
196.199,True
196.3,True
196.4,True
196.5,True
196.6,True
196.7,True
196.799,True
196.899,True
197.0,True
197.1,True
197.199,True
197.3,True
197.4,True
197.5,True
197.599,True
197.7,True
197.799,True
197.899,True
197.999,True
198.099,True
198.2,True
198.3,True
198.399,True
198.5,True
198.599,True
198.699,True
198.799,True
198.9,True
198.999,True
199.099,True
199.199,True
199.299,True
199.399,True
199.499,True
199.599,True
199.699,True
199.8,True
199.9,True
200.0,True
200.1,True
200.199,True
200.3,True
200.4,True
200.499,True
200.599,True
200.7,True
200.8,True
200.899,True
201.0,True
201.099,True
201.199,True
201.299,True
201.399,True
201.5,True
201.599,True
201.699,True
201.799,True
201.9,True
201.999,True
202.1,True
202.199,True
202.3,True
202.399,True
202.5,True
202.599,True
202.699,True
202.799,True
202.899,True
203.0,True
203.1,True
203.199,True
203.299,True
203.4,True
203.499,True
203.6,True
203.7,True
203.8,True
203.899,True
204.0,True
204.099,True
204.2,True
204.3,True
204.399,True
204.499,True
204.599,True
204.7,True
204.799,True
204.899,True
205.0,True
205.099,True
205.2,True
205.3,True
205.399,True
205.499,True
205.599,True
205.699,True
205.799,True
205.899,True
205.999,True
206.099,True
206.199,True
206.299,True
206.4,True
206.499,True
206.599,True
206.7,True
206.799,True
206.899,True
207.0,True
207.1,True
207.199,True
207.3,True
207.399,True
207.499,True
207.599,True
207.7,True
207.8,True
207.899,True
207.999,True
208.1,True
208.199,True
208.299,True
208.399,True
208.499,True
208.599,True
208.699,True
208.8,True
208.899,True
209.0,True
209.099,True
209.199,True
209.299,True
209.399,True
209.499,True
209.6,True
209.7,True
209.799,True
209.899,True
209.999,True
210.099,True
210.2,True
210.299,True
210.399,True
210.5,True
210.599,True
210.699,True
210.799,True
210.901,True
211.0,True
211.099,True
211.2,True
211.3,True
211.4,True
211.5,True
211.6,True
211.7,True
211.8,True
211.899,True
211.999,True
212.1,True
212.199,True
212.299,True
212.399,True
212.499,True
212.599,True
212.7,True
212.8,True
212.899,True
212.999,True
213.099,True
213.2,True
213.3,True
213.4,True
213.5,True
213.599,True
213.699,True
213.799,True
213.899,True
214.0,True
214.099,True
214.199,True
214.3,True
214.399,True
214.499,True
214.599,True
214.699,True
214.799,True
214.899,True
215.0,True
215.1,True
215.2,True
215.299,True
215.399,True
215.5,True
215.599,True
215.699,True
215.8,True
215.9,True
215.999,True
216.099,True
216.199,True
216.3,True
216.4,True
216.499,True
216.599,True
216.699,True
216.799,True
216.899,True
216.999,True
217.099,True
217.199,True
217.299,True
217.4,True
217.5,True
217.6,True
217.699,True
217.799,True
217.899,True
218.0,True
218.099,True
218.2,True
218.3,True
218.399,True
218.499,True
218.599,True
218.699,True
218.8,True
218.9,True
218.999,True
219.1,True
219.199,True
219.299,True
219.399,True
219.5,True
219.6,True
219.7,True
219.8,True
219.899,True
219.999,True
220.099,True
220.2,True
220.299,True
220.399,True
220.499,True
220.599,True
220.699,True
220.799,True
220.9,True
220.999,True
221.1,True
221.2,True
221.299,True
221.4,True
221.5,True
221.6,True
221.699,True
221.799,True
221.899,True
222.0,True
222.099,True
222.199,True
222.3,True
222.4,True
222.499,True
222.599,True
222.699,True
222.799,True
222.899,True
223.0,True
223.099,True
223.2,True
223.3,True
223.4,True
223.5,True
223.603,True
223.7,True
223.8,True
223.899,True
224.0,True
224.099,True
224.199,True
224.299,True
224.399,True
224.499,True
224.599,True
224.699,True
224.8,True
224.9,True
224.999,True
225.099,True
225.199,True
225.3,True
225.399,True
225.499,True
225.6,True
225.7,True
225.799,True
225.899,True
226.0,True
226.099,True
226.2,True
226.299,True
226.4,True
226.5,True
226.6,True
226.7,True
226.8,True
226.9,True
226.999,True
227.099,True
227.2,True
227.3,True
227.4,True
227.499,True
227.599,True
227.699,True
227.8,True
227.902,True
227.999,True
228.099,True
228.2,True
228.3,True
228.399,True
228.5,True
228.599,True
228.7,True
228.8,True
228.899,True
228.999,True
229.1,True
229.2,True
229.299,True
229.399,True
229.5,True
229.599,True
229.699,True
229.799,True
229.9,True
229.999,True
230.099,True
230.199,True
230.299,True
230.4,True
230.499,True
230.6,True
230.7,True
230.8,True
230.899,True
230.999,True
231.099,True
231.199,True
231.299,True
231.399,True
231.5,True
231.599,True
231.699,True
231.8,True
231.9,True
231.999,True
232.1,True
232.199,True
232.299,True
232.399,True
232.499,True
232.599,True
232.699,True
232.799,True
