elapsed_s,time_since_start_ms,timestamp_local,accelerometer_x_mps2,accelerometer_y_mps2,accelerometer_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyroscope_x_radps,gyroscope_y_radps,gyroscope_z_radps,magnetic_field_x_ut,magnetic_field_y_ut,magnetic_field_z_ut,orientation_azimuth_deg,orientation_pitch_deg,orientation_roll_deg,gnss_available
4852.1,4855022,2019-09-08 11:28:41.646,-0.4247,0.1874,9.909,-0.0052,-0.0022,9.8065,-0.0375,-0.1909,0.0317,2.06,-33.19,6.63,85.79,-80.98,-156.06,False
4852.2,4855122,2019-09-08 11:28:41.746,-0.6852,0.1621,9.7539,-0.0015,-0.0024,9.8066,0.0061,-0.1967,0.0317,1.69,-33.12,6.63,85.85,-80.96,-156.12,False
4852.3,4855222,2019-09-08 11:28:41.846,-0.7849,-0.0502,9.9402,-0.0018,-0.0011,9.8066,0.0086,-0.2126,0.0323,1.88,-32.94,6.19,97.64,-80.93,-156.33,False
4852.4,4855322,2019-09-08 11:28:41.946,-0.5265,0.4872,9.8535,-0.0036,0.0004,9.8066,-0.0152,-0.2463,0.0431,1.88,-32.62,5.69,98.19,-80.86,-156.35,False
4852.499,4855421,2019-09-08 11:28:42.045,-0.7176,0.3552,9.783,-0.002,0.0013,9.8066,-0.0092,-0.2535,0.0372,1.88,-33.25,5.38,111.85,-80.82,-156.28,False
4852.599,4855521,2019-09-08 11:28:42.145,-0.7551,0.6036,9.8399,-0.0026,0.0004,9.8066,-0.01,-0.2751,0.0485,1.44,-33.44,4.88,111.67,-80.78,-156.33,False
4852.699,4855621,2019-09-08 11:28:42.245,-1.0419,0.6728,9.872,-0.005,-0.0003,9.8066,-0.0057,-0.2741,0.0323,1.13,-32.81,5.13,111.95,-80.75,-156.45,False
4852.799,4855721,2019-09-08 11:28:42.345,-0.1591,0.3965,9.9381,0.0055,-0.0019,9.8066,0.008,-0.31,0.0671,0.44,-32.94,4.63,111.66,-80.73,-156.7,False
4852.9,4855822,2019-09-08 11:28:42.446,-0.4561,0.9357,9.7911,0.0021,-0.0012,9.8066,-0.0221,-0.3129,0.0449,0.94,-33.0,3.31,144.9,-80.72,-156.71,False
4853.0,4855922,2019-09-08 11:28:42.546,0.1081,0.4897,9.8182,-0.0035,-0.001,9.8066,-0.0043,-0.3467,0.0671,0.06,-33.0,3.56,137.52,-80.68,-156.97,False
4853.099,4856021,2019-09-08 11:28:42.645,0.2619,1.0888,9.9931,-0.0013,0.0011,9.8066,-0.0039,-0.3517,0.0558,-0.69,-33.0,2.44,182.51,-80.66,-156.98,False
4853.199,4856121,2019-09-08 11:28:42.745,0.7861,0.6781,9.9817,-0.003,-0.0047,9.8066,-0.016,-0.3562,0.0299,-1.44,-32.94,2.13,182.78,-80.63,-157.39,False
4853.299,4856221,2019-09-08 11:28:42.845,0.8069,0.0847,9.7849,-0.0037,-0.0045,9.8066,-0.0141,-0.3835,0.048,-1.31,-33.0,1.5,183.18,-80.65,-157.94,False
4853.399,4856321,2019-09-08 11:28:42.945,0.4968,0.3429,9.7749,-0.006,0.0034,9.8066,-0.0278,-0.3986,0.0593,-1.5,-33.44,1.13,187.81,-80.62,-158.42,False
4853.5,4856422,2019-09-08 11:28:43.046,0.5607,0.1417,9.8217,-0.0058,0.0035,9.8065,-0.055,-0.3906,0.0365,-1.37,-33.0,0.88,187.94,-80.6,-158.94,False
4853.6,4856522,2019-09-08 11:28:43.146,0.4075,-0.4076,9.7836,0.0018,-0.0036,9.8066,-0.0162,-0.3931,0.0544,-2.31,-33.62,0.44,201.18,-80.65,-159.1,False
4853.699,4856621,2019-09-08 11:28:43.245,0.5884,-0.6264,9.7689,-0.0012,-0.0015,9.8066,-0.0264,-0.4075,0.0674,-2.69,-33.19,-0.12,212.94,-80.61,-159.08,False
4853.8,4856722,2019-09-08 11:28:43.346,0.2218,-0.5749,9.624,0.0025,-0.0031,9.8065,-0.0304,-0.3835,0.0412,-3.62,-33.44,-0.31,223.29,-80.62,-158.99,False
4853.899,4856821,2019-09-08 11:28:43.445,0.3253,-0.9907,9.9549,0.0044,-0.0024,9.8066,-0.0268,-0.4085,0.0821,-4.37,-33.75,-0.5,222.18,-80.62,-158.82,False
4853.999,4856921,2019-09-08 11:28:43.545,0.4322,-0.7691,9.8698,-0.0045,-0.0012,9.8066,-0.0381,-0.3526,0.0343,-3.94,-33.69,-1.56,216.84,-80.62,-158.67,False
4854.099,4857021,2019-09-08 11:28:43.645,0.2626,-0.8015,9.9383,0.0005,0.0027,9.8066,-0.0177,-0.3738,0.0511,-4.87,-33.56,-2.0,223.88,-80.64,-158.95,False
4854.2,4857122,2019-09-08 11:28:43.746,-0.114,-0.6878,9.8231,-0.0052,0.0081,9.8066,-0.0219,-0.3488,0.0335,-5.44,-32.87,-2.06,224.33,-80.63,-159.69,False
4854.299,4857221,2019-09-08 11:28:43.845,-0.3135,-0.7942,9.9631,-0.0052,0.0061,9.8066,-0.0398,-0.3382,0.0154,-6.31,-33.37,-2.5,230.46,-80.64,-160.2,False
4854.399,4857321,2019-09-08 11:28:43.945,-0.2015,-0.6163,9.7974,-0.0079,0.0031,9.8066,-0.0194,-0.3444,0.0354,-6.75,-33.31,-2.94,232.32,-80.68,-160.8,False
4854.499,4857421,2019-09-08 11:28:44.045,-0.0146,-0.6752,9.8768,-0.0054,0.0038,9.8065,-0.0193,-0.3429999999999999,0.0421,-7.25,-32.94,-2.56,231.92,-80.71,-161.53,False
4854.599,4857521,2019-09-08 11:28:44.145,-0.0884,-0.4629,9.9355,0.0004,0.0093,9.8066,-0.0101,-0.3475,0.0416,-7.25,-33.44,-3.56,228.69,-80.71,-161.95,False
4854.699,4857621,2019-09-08 11:28:44.245,0.055,-0.5277,9.9308,-0.0036,0.0076,9.8066,-0.0112,-0.3281,0.0457,-7.94,-32.62,-3.37,235.66,-80.68,-162.72,False
4854.799,4857721,2019-09-08 11:28:44.345,-0.3035,-0.5196,9.7229,-0.0065,0.0003,9.8066,0.0049,-0.3145,0.0451,-8.25,-33.56,-3.25,234.6,-80.71,-163.34,False
4854.899,4857821,2019-09-08 11:28:44.445,0.1853,-0.3204,9.8691,-0.0037,-0.0003,9.8066,0.0161,-0.3051,0.0448,-9.0,-33.0,-3.12,239.23,-80.72,-163.53,False
4855.0,4857922,2019-09-08 11:28:44.546,-0.1537,-0.6328,10.0151,0.0042,0.0083,9.8066,-0.0088,-0.3202,0.0522,-9.37,-33.5,-3.56,235.6,-80.66,-163.87,False
4855.099,4858021,2019-09-08 11:28:44.645,0.5035,-0.4276,9.7019,-0.0019,-0.0045,9.8066,-0.0202,-0.3412,0.0608,-10.06,-33.75,-3.81,238.5,-80.68,-163.94,False
4855.199,4858121,2019-09-08 11:28:44.745,0.6254,-0.0223,9.8027,-0.0033,-0.0075,9.8066,0.0145,-0.3492,0.0604,-10.44,-33.37,-4.56,236.3,-80.68,-163.81,False
4855.299,4858221,2019-09-08 11:28:44.845,0.8859,-0.1879,10.0532,0.0036,0.0084,9.8066,0.0001,-0.3726,0.0509,-10.19,-33.19,-4.12,239.1,-80.64,-163.86,False
4855.399,4858321,2019-09-08 11:28:44.945,0.4085,-0.4867,9.9665,-0.0042,0.0026,9.8066,-0.0293,-0.3567,0.0198,-11.56,-33.75,-4.62,241.37,-80.66,-164.23,False
4855.5,4858422,2019-09-08 11:28:45.046,0.643,-0.5542,9.9961,0.0014,-0.0035,9.8066,-0.0112,-0.4123,0.0684,-12.0,-33.0,-4.62,242.23,-80.75,-164.07,False
4855.6,4858522,2019-09-08 11:28:45.146,0.3607,-0.8829,10.0474,0.0045,0.0045,9.8066,-0.075,-0.3738,0.0627,-12.06,-33.25,-4.19,245.4,-80.83,-163.98,False
4855.7,4858622,2019-09-08 11:28:45.246,0.5281,-0.588,9.5446,-0.0155,-0.0111,9.8066,-0.0638,-0.3775,0.0641,-13.69,-32.37,-3.87,251.45,-81.04,-163.67,False
4855.799,4858721,2019-09-08 11:28:45.345,0.9092,-0.5169,9.8178,-0.0134,-0.0082,9.8066,-0.0264,-0.4011,0.0541,-13.69,-32.75,-4.75,248.37,-81.11,-163.42,False
4855.899,4858821,2019-09-08 11:28:45.445,0.2321,-0.7490000000000001,10.1111,-0.0031,0.001,9.8066,-0.0576,-0.4335,0.0496,-15.12,-32.37,-4.25,254.09,-81.2,-163.3,False
4855.999,4858921,2019-09-08 11:28:45.545,-0.1013,-1.0984,9.923,-0.0075,-0.0048,9.8065,-0.0541,-0.4248,0.0593,-15.37,-33.12,-5.0,251.03,-81.35,-163.29,False
4856.099,4859021,2019-09-08 11:28:45.645,-0.2488,-1.0334,9.7441,-0.0127,-0.0084,9.8066,-0.0627,-0.4274,0.0569,-16.5,-32.75,-4.62,253.41,-81.53,-163.11,False
4856.199,4859121,2019-09-08 11:28:45.745,-0.3828,-0.9008,9.7615,-0.0078,-0.0077,9.8066,-0.0361,-0.4181,0.0665,-16.56,-32.25,-4.87,256.43,-81.71,-162.52,False
4856.299,4859221,2019-09-08 11:28:45.845,-0.0026,-0.9151,9.6836,-0.0012,-0.0048,9.8066,-0.0083,-0.4202,0.0797,-17.44,-32.31,-5.25,257.04,-81.8,-162.02,False
4856.399,4859321,2019-09-08 11:28:45.945,-0.2242,-0.8816,9.7775,-0.0044,-0.0021,9.8066,-0.0644,-0.4081,0.0679,-17.25,-31.81,-5.0,257.29,-81.89,-161.91,False
4856.499,4859421,2019-09-08 11:28:46.045,-0.3217,-1.0758,9.8853,-0.0085,-0.0046,9.8066,-0.0526,-0.4188,0.0635,-18.56,-32.19,-4.0,263.34,-81.93,-161.42,False
4856.6,4859522,2019-09-08 11:28:46.146,-0.2043,-1.071,9.9057,-0.0085,-0.0029,9.8066,-0.0195,-0.4053,0.0382,-19.87,-31.62,-4.75,262.46,-82.05,-161.17,False
4856.699,4859621,2019-09-08 11:28:46.245,-0.4863,-0.8062,9.8384,0.0026,0.0008,9.8066,-0.0014,-0.4032,0.0579,-20.37,-32.06,-4.75,262.54,-82.16,-161.26,False
4856.799,4859721,2019-09-08 11:28:46.345,-0.8761,-0.6995,9.9508,0.0007,0.001,9.8066,-0.0415,-0.3992,0.0697,-21.06,-31.81,-4.31,266.17,-82.19,-161.26,False
4856.899,4859821,2019-09-08 11:28:46.445,-0.7152,-0.6332,9.8149,-0.0057,-0.001,9.8065,-0.0321,-0.3879999999999999,0.0507,-21.37,-31.37,-4.12,266.67,-82.26,-161.23,False
4857.0,4859922,2019-09-08 11:28:46.546,-0.9829,-0.8269,9.9548,-0.0035,0.0033,9.8065,-0.008,-0.3711,0.0302,-21.87,-31.62,-3.37,269.64,-82.27,-161.32,False
4857.099,4860021,2019-09-08 11:28:46.645,-0.7954,-0.605,9.8798,0.0025,-0.0009,9.8066,-0.0131,-0.3738,0.0501,-22.5,-31.25,-3.5,269.95,-82.27,-161.36,False
4857.199,4860121,2019-09-08 11:28:46.745,-0.7815,-0.5357,9.8476,0.0042,-0.0008,9.8066,-0.0222,-0.3554,0.0474,-22.56,-31.31,-2.62,270.86,-82.26,-161.23,False
4857.3,4860222,2019-09-08 11:28:46.846,-1.0624,-0.3757,9.8568,-0.0031,-0.0011,9.8066,-0.0132,-0.3263,0.0415,-23.19,-31.69,-2.19,273.21,-82.32,-161.04,False
4857.4,4860322,2019-09-08 11:28:46.946,-1.0393,-0.3839,9.863,-0.0025,-0.0007,9.8066,-0.0171,-0.3064,0.0396,-23.31,-31.31,-2.37,273.69,-82.36,-160.95,False
4857.5,4860422,2019-09-08 11:28:47.046,-1.455,-0.2595,9.8246,-0.0016,0.0005,9.8066,0.0014,-0.278,0.0502,-24.31,-31.5,-1.69,274.28,-82.37,-161.02,False
4857.6,4860522,2019-09-08 11:28:47.146,-1.6169,-0.0915,9.8644,-0.0053,0.0017,9.8066,-0.0083,-0.2448,0.0378,-23.87,-31.31,-1.75,274.24,-82.43,-161.14,False
4857.7,4860622,2019-09-08 11:28:47.246,-1.5396,0.0643,9.931,0.0029,0.0025,9.8066,-0.0005,-0.2363,0.0354,-24.06,-31.62,-1.31,276.03,-82.46,-161.44,False
4857.8,4860722,2019-09-08 11:28:47.346,-1.778,0.1915,10.023,0.0008,0.0031,9.8066,0.0032,-0.1941,0.0128,-24.0,-30.94,-1.0,276.16,-82.48,-161.66,False
4857.9,4860822,2019-09-08 11:28:47.446,-1.599,0.1464,9.7082,-0.0037,-0.0005,9.8066,-0.0027,-0.1642,0.0186,-24.44,-30.94,-1.12,276.03,-82.49,-161.79,False
4857.999,4860921,2019-09-08 11:28:47.545,-1.5697,0.2,9.8528,-0.0022,-0.0013,9.8066,-0.0146,-0.1207,0.0132,-24.62,-30.56,-0.87,276.59,-82.5,-161.74,False
4858.099,4861021,2019-09-08 11:28:47.645,-1.7008,0.1774,9.8881,-0.0024,-0.0009,9.8066,-0.0162,-0.0926,0.0137,-24.81,-30.25,-0.81,277.03,-82.52,-161.64,False
4858.2,4861122,2019-09-08 11:28:47.746,-1.7241,0.0741,9.7443,-0.001,0.0003,9.8066,-0.0038,-0.0508,0.0027,-24.81,-31.12,-0.62,276.79,-82.54,-161.59,False
4858.299,4861221,2019-09-08 11:28:47.845,-1.5669,0.1311,9.7832,-0.0008,-0.0025,9.8066,0.0086,-0.0464,0.0173,-24.62,-31.19,-0.5,279.32,-82.56,-161.41,False
4858.399,4861321,2019-09-08 11:28:47.945,-1.1272,0.1384,9.9027,0.0003,-0.0023,9.8066,0.006,-0.0129,0.0123,-25.0,-31.12,-0.5,279.52,-82.56,-161.22,False
4858.499,4861421,2019-09-08 11:28:48.045,-0.7016,0.1184,9.8529,-0.0023,-0.0029,9.8065,-0.0055,-0.0017,0.0068,-25.19,-30.81,-0.25,279.71,-82.56,-161.03,False
4858.599,4861521,2019-09-08 11:28:48.145,-0.2711,-0.1346,9.9603,0.0031,-0.01,9.8066,-0.0037,-0.0058,0.0286,-25.37,-30.37,-0.12,280.75,-82.54,-160.28,False
4858.699,4861621,2019-09-08 11:28:48.245,0.1823,-0.3199,9.8987,0.005,-0.0064,9.8066,-0.0076,0.0017,0.0117,-25.31,-30.94,-0.37,281.01,-82.44,-159.6,False
4858.799,4861721,2019-09-08 11:28:48.345,-0.0603,-0.1129,9.7671,-0.0032,-0.0002,9.8065,0.0331,-0.0017,0.0009,-25.31,-30.44,0.31,281.52,-82.36,-159.32,False
4858.9,4861822,2019-09-08 11:28:48.446,-0.0339,0.0696,9.9534,0.0005,0.0051,9.8065,-0.011,0.0025,-0.0202,-26.31,-30.31,0.88,283.59,-82.39,-159.89,False
4859.0,4861922,2019-09-08 11:28:48.546,-0.1906,0.0173,9.9495,0.0018,0.0019,9.8066,0.0006,-0.0078,-0.0158,-26.81,-30.44,1.88,285.94,-82.41,-160.0,False
4859.1,4862022,2019-09-08 11:28:48.646,-0.1924,0.0919,9.9659,-0.0054,0.0013,9.8066,0.0006,-0.0007,-0.0001,-26.31,-30.5,1.44,283.33,-82.41,-160.17,False
4859.199,4862121,2019-09-08 11:28:48.745,-0.0081,-0.0139,9.7672,-0.0018,0.0014,9.8066,0.0059,-0.0037,-0.0121,-26.5,-30.31,0.81,283.28,-82.46,-160.28,False
4859.3,4862222,2019-09-08 11:28:48.846,-0.4759,0.0175,9.7869,0.0053,-0.0001,9.8066,0.0108,-0.0058,-0.0014,-27.06,-30.06,1.63,285.73,-82.49,-160.29,False
4859.399,4862321,2019-09-08 11:28:48.945,-0.7128,-0.0104,9.8303,0.0012,-0.0005,9.8066,0.0073,-0.0009,-0.0027,-26.5,-30.37,2.0,285.77,-82.5,-160.12,False
4859.499,4862421,2019-09-08 11:28:49.045,-0.7152,0.032,9.7804,-0.005,0.0032,9.8065,0.0199,-0.0067,-0.0069,-27.37,-30.37,2.0,285.93,-82.55,-160.17,False
4859.6,4862522,2019-09-08 11:28:49.146,-0.8526,0.0977,9.822,-0.0033,0.0026,9.8065,-0.0309,0.0011,-0.009,-27.0,-29.94,1.94,285.86,-82.58,-160.28,False
4859.699,4862621,2019-09-08 11:28:49.245,-1.2032,0.087,9.8496,-0.0105,-0.0023,9.8066,-0.0242,0.0221,0.0057,-27.19,-30.06,2.25,286.01,-82.64,-160.2,False
4859.799,4862721,2019-09-08 11:28:49.345,-0.6366,0.0,9.924,-0.0083,-0.0032,9.8066,0.0068,0.0168,-0.0016,-27.06,-30.44,1.75,286.73,-82.74,-159.61,False
4859.899,4862821,2019-09-08 11:28:49.445,-0.9214,-0.0359,9.9715,-0.0086,-0.0053,9.8066,-0.0055,0.0108,0.0042,-26.87,-30.37,1.56,287.29,-82.78,-159.12,False
4860.0,4862922,2019-09-08 11:28:49.546,-1.0424,-0.1987,9.7666,-0.0032,0.0011,9.8065,-0.0095,0.0301,0.0007,-25.94,-30.37,0.88,285.24,-82.84,-158.82,False
4860.099,4863021,2019-09-08 11:28:49.645,-1.3912,-0.2129,9.8457,-0.0045,0.0014,9.8066,-0.0118,0.0191,-0.002,-26.0,-30.69,0.5,285.05,-82.88,-158.79,False
4860.2,4863122,2019-09-08 11:28:49.746,-0.3398,-0.0905,9.8372,-0.0058,0.0007,9.8066,0.0056,0.0249,0.0035,-25.81,-30.81,0.75,285.16,-82.93,-158.73,False
4860.299,4863221,2019-09-08 11:28:49.845,-0.9964,-0.1126,9.8633,-0.0033,-0.0001,9.8066,-0.0273,0.0127,0.002,-26.19,-30.87,1.31,285.38,-82.99,-158.59,False
4860.4,4863322,2019-09-08 11:28:49.946,-2.3146,-0.3337,9.8715,-0.0077,-0.0025,9.8066,0.0028,0.0102,0.015,-25.87,-30.44,1.25,286.08,-83.02,-158.22,False
4860.499,4863421,2019-09-08 11:28:50.045,-0.6506,-0.4276,9.8329,-0.0048,-0.0059,9.8066,-0.0111,-0.009,0.0074,-25.75,-30.44,0.19,284.66,-83.05,-157.42,False
4860.599,4863521,2019-09-08 11:28:50.145,-0.9106,-0.3161,9.8734,0.0042,-0.0006,9.8066,0.0039,-0.0154,-0.0072,-25.06,-30.56,0.19,284.41,-83.05,-157.08,False
4860.7,4863622,2019-09-08 11:28:50.246,-0.469,-0.3143,9.7395,0.0056,0.0014,9.8066,0.0051,-0.0317,-0.0004,-25.44,-30.75,0.19,284.08,-82.98,-157.3,False
4860.8,4863722,2019-09-08 11:28:50.346,-0.2586,-0.0756,9.8711,0.0046,0.0023,9.8066,0.0104,-0.0457,0.0052,-25.25,-30.25,-0.19,284.21,-82.94,-157.41,False
4860.9,4863822,2019-09-08 11:28:50.446,0.0182,-0.2203,9.9696,0.0073,0.0004,9.8066,0.0047,-0.0689,0.0131,-25.5,-30.87,1.0,286.12,-82.93,-157.57,False
4860.999,4863921,2019-09-08 11:28:50.545,0.0888,-0.0576,9.8939,0.0019,-0.0005,9.8066,-0.0002,-0.0678,0.0109,-25.37,-30.12,0.81,286.24,-82.86,-157.65,False
4861.099,4864021,2019-09-08 11:28:50.645,0.2552,-0.0209,9.8254,0.0015,-0.0017,9.8066,0.0058,-0.0701,0.0101,-25.0,-30.0,0.5,286.24,-82.84,-157.62,False
4861.2,4864122,2019-09-08 11:28:50.746,0.3105,0.1666,9.8805,0.0022,-0.0008,9.8066,0.0117,-0.0764,0.0063,-25.5,-30.94,0.63,286.0,-82.82,-157.54,False
4861.299,4864221,2019-09-08 11:28:50.845,0.367,0.1224,9.8212,0.0034,0.0022,9.8066,0.0052,-0.0819999999999999,0.0061,-25.31,-30.31,1.06,286.04,-82.77,-157.73,False
4861.4,4864322,2019-09-08 11:28:50.946,0.5289,0.3326,9.8967,0.0025,0.0023,9.8066,0.003,-0.0791,0.0086,-25.5,-31.25,0.44,283.23,-82.74,-157.83,False
4861.5,4864422,2019-09-08 11:28:51.046,0.3137,0.2987,9.9271,0.003,0.0,9.8066,-0.0006,-0.0818,0.0096,-25.25,-30.62,0.31,282.96,-82.72,-158.06,False
4861.6,4864522,2019-09-08 11:28:51.146,0.4169,0.2311,9.9009,0.0017,0.0003,9.8066,-0.0074,-0.0762,0.0034,-25.94,-30.44,0.38,283.55,-82.71,-158.1,False
4861.699,4864621,2019-09-08 11:28:51.245,0.4653,0.3528,9.805,0.0018,-0.0011,9.8066,0.0031,-0.0749,0.0198,-25.87,-30.62,0.69,285.54,-82.7,-158.09,False
4861.8,4864722,2019-09-08 11:28:51.346,0.4817,0.2832,9.8667,-0.0018,0.0,9.8066,0.0126,-0.0572,0.0057,-25.75,-31.06,0.69,285.73,-82.71,-157.92,False
4861.899,4864821,2019-09-08 11:28:51.445,0.5366,0.2299,9.8811,-0.0006,-0.0009,9.8066,-0.0242,-0.0756,0.0027,-26.06,-30.94,0.31,283.49,-82.71,-157.88,False
4861.999,4864921,2019-09-08 11:28:51.545,0.3602,0.3504,9.9434,-0.003,-0.0006,9.8066,-0.0273,-0.0624,0.0018,-25.69,-30.56,1.31,285.95,-82.7,-157.7,False
4862.1,4865022,2019-09-08 11:28:51.646,0.4604,0.2915,9.8256,-0.0035,0.0,9.8066,-0.0004,-0.0656,-0.0007,-25.75,-30.75,1.5,288.26,-82.71,-157.71,False
4862.2,4865122,2019-09-08 11:28:51.746,0.4989,0.3392,9.8899,0.0009,-0.001,9.8066,0.0018,-0.0531,-0.0095,-26.69,-31.25,1.69,288.49,-82.69,-157.61,False
4862.299,4865221,2019-09-08 11:28:51.845,0.4973,0.3735,9.8563,0.0006,0.0001,9.8066,-0.0068,-0.0398,-0.0011,-26.19,-30.87,2.69,290.79,-82.7,-157.49,False
4862.399,4865321,2019-09-08 11:28:51.945,0.5049,0.3706,9.8684,-0.0016,-0.0015,9.8066,-0.0023,-0.0254,0.0133,-26.69,-30.87,2.38,288.83,-82.7,-157.29,False
4862.499,4865421,2019-09-08 11:28:52.045,0.4069,0.3311,9.8805,-0.0022,-0.0008,9.8066,0.0101,-0.0343,0.0176,-26.44,-30.94,2.38,288.9,-82.73,-157.11,False
4862.599,4865521,2019-09-08 11:28:52.145,0.4103,0.3155,9.8678,-0.0008,-0.0012,9.8066,0.0087,-0.0296,0.0147,-26.56,-31.12,2.31,289.18,-82.73,-156.99,False
4862.7,4865622,2019-09-08 11:28:52.246,0.1857,0.2396,10.0154,-0.0036,-0.0029,9.8066,0.01,-0.0184,0.0197,-26.75,-30.87,2.5,291.67,-82.75,-156.76,False
4862.799,4865721,2019-09-08 11:28:52.345,0.5033,0.0937,9.881,-0.0018,-0.0017,9.8066,0.0003,-0.0138,0.015,-26.56,-31.06,2.69,291.95,-82.74,-156.49,False
4862.899,4865821,2019-09-08 11:28:52.445,0.6119,0.091,9.8468,0.0004,-0.0009,9.8066,0.0077,-0.0004,0.0035,-27.31,-30.87,4.06,294.4,-82.74,-156.29,False
4862.999,4865921,2019-09-08 11:28:52.545,0.4595,0.1941,9.8612,-0.0006,0.0003,9.8066,0.0028,-0.008,0.0012,-28.06,-31.0,4.81,296.7,-82.75,-156.14,False
4863.099,4866021,2019-09-08 11:28:52.645,0.5918,0.0877,9.9184,-0.001,0.0001,9.8066,0.0129,0.0046,-0.0027,-27.94,-30.37,4.69,297.05,-82.77,-156.06,False
4863.199,4866121,2019-09-08 11:28:52.745,0.8576,0.0597,9.7819,0.0002,0.0,9.8066,0.0064,-0.0106,-0.0005,-27.62,-30.56,4.5,297.07,-82.81,-155.85,False
