elapsed_s,time_since_start_ms,timestamp_local,accelerometer_x_mps2,accelerometer_y_mps2,accelerometer_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyroscope_x_radps,gyroscope_y_radps,gyroscope_z_radps,magnetic_field_x_ut,magnetic_field_y_ut,magnetic_field_z_ut,orientation_azimuth_deg,orientation_pitch_deg,orientation_roll_deg,gnss_available
321.6,324522,2019-09-08 10:13:11.146,0.6041,0.1079,9.8194,-0.0009,-0.0177,9.8066,0.0534,0.0284,-0.0234,-6.25,-28.5,25.56,26.22,-78.33,-146.66,False
321.7,324622,2019-09-08 10:13:11.246,-0.0435,0.3157,9.9301,0.0033,0.0026,9.8065,0.0505,0.0277,0.0076,-5.87,-28.62,26.75,27.17,-78.45,-146.3,False
321.8,324722,2019-09-08 10:13:11.346,0.6633,0.1755,9.826,0.0061,-0.0091,9.8066,0.0504,-0.027,0.0361,-5.81,-27.44,26.44,26.44,-78.4,-146.26,False
321.899,324821,2019-09-08 10:13:11.445,1.4105,1.0777,9.7057,-0.0062,-0.0226,9.8066,0.0414,0.0404,-0.0295,-5.44,-27.75,25.75,29.0,-78.46,-146.53,False
321.999,324921,2019-09-08 10:13:11.545,0.0322,1.0768,10.4757,-0.0249,0.0053,9.8066,-0.0082,-0.0071,0.0167,-5.25,-27.12,25.81,29.53,-78.28,-145.99,False
322.099,325021,2019-09-08 10:13:11.645,-0.2449,0.6564,9.8068,-0.0025,-0.0013,9.8066,0.0093,-0.0304,-0.0499,-4.87,-26.81,24.94,29.15,-78.31,-146.08,False
322.199,325121,2019-09-08 10:13:11.745,0.2257,0.8331,10.5276,0.0035,-0.0108,9.8066,0.0362,-0.0265,-0.0312,-5.31,-27.0,24.81,28.66,-78.17,-146.55,False
322.3,325222,2019-09-08 10:13:11.846,-0.1359,0.0576,10.3009,0.019,-0.0191,9.8066,-0.023,0.0244,-0.0605,-5.75,-28.44,24.63,24.96,-78.18,-147.44,False
322.4,325322,2019-09-08 10:13:11.946,0.2982,1.2344,9.5234,0.0256,0.0102,9.8066,0.0377,-0.004,-0.059,-5.69,-29.0,25.88,22.85,-78.22,-149.55,False
322.5,325422,2019-09-08 10:13:12.046,0.6541,0.4419,9.2547,0.0081,0.0287,9.8065,-0.0553,0.0096,-0.0131,-5.81,-29.56,26.44,21.86,-78.33,-150.43,False
322.6,325522,2019-09-08 10:13:12.146,0.446,0.7448,9.1659,-0.003,0.0233,9.8065,-0.016,-0.0048,0.0453,-5.19,-28.56,26.56,25.23,-78.75,-149.76,False
322.699,325621,2019-09-08 10:13:12.245,0.2396,0.8927,9.8902,-0.008,-0.0155,9.8066,0.0461,-0.0119,0.025,-4.87,-27.5,26.13,25.87,-78.81,-148.64,False
322.8,325722,2019-09-08 10:13:12.346,0.2801,0.9176,9.8973,-0.012,-0.0237,9.8065,0.0721,-0.0103,0.0205,-4.31,-27.44,25.44,28.99,-78.73,-148.22,False
322.9,325822,2019-09-08 10:13:12.446,-0.3649,0.3661,10.2158,-0.004,-0.0036,9.8066,0.0242,-0.0266,0.0488,-4.25,-26.87,25.75,29.54,-78.62,-147.96,False
323.0,325922,2019-09-08 10:13:12.546,0.1113,0.9283,9.742,0.0088,0.001,9.8065,-0.0722,-0.0097,-0.0091,-4.5,-26.94,24.81,28.83,-78.57,-148.44,False
323.1,326022,2019-09-08 10:13:12.646,0.2472,0.975,10.0354,0.0034,-0.0002,9.8066,0.021,0.0057,-0.0299,-5.31,-27.94,24.06,25.91,-78.66,-148.42,False
323.2,326122,2019-09-08 10:13:12.746,0.2383,1.7055,10.1224,0.0008,-0.0172,9.8066,0.036,0.0072,-0.0169,-5.31,-29.06,25.0,26.67,-78.7,-148.23,False
323.299,326221,2019-09-08 10:13:12.845,-0.1433,0.6749,9.6821,-0.0043,0.0058,9.8066,0.0033,-0.0327,0.0569,-5.19,-28.31,25.25,26.83,-78.81,-147.84,False
323.4,326322,2019-09-08 10:13:12.946,-0.2289999999999999,0.6359,9.9189,-0.012,0.006,9.8066,-0.1102,0.0274,0.0111,-5.37,-27.81,25.69,27.49,-78.76,-147.56,False
323.5,326422,2019-09-08 10:13:13.046,0.3303,0.2947,9.4729,-0.0133,0.016,9.8065,-0.0901,0.0217,0.0494,-4.62,-27.44,25.94,27.36,-78.65,-147.52,False
323.599,326521,2019-09-08 10:13:13.145,0.0487,-0.0066,9.5303,-0.0054,0.0212,9.8066,-0.0392,0.0324,0.0113,-4.5,-27.37,25.63,31.03,-78.56,-146.79,False
323.699,326621,2019-09-08 10:13:13.245,0.2843,0.5245,8.7455,-0.0058,0.0305,9.8065,0.0237,0.0108,0.0353,-4.62,-27.37,25.31,28.55,-78.51,-146.44,False
323.799,326721,2019-09-08 10:13:13.345,0.9225,-0.02,10.5636,0.001,0.0123,9.8066,-0.1142,0.075,-0.0365,-4.81,-27.62,24.88,29.86,-78.67,-145.51,False
323.899,326821,2019-09-08 10:13:13.445,0.0351,-0.0143,10.4118,-0.0017,-0.0228,9.8066,-0.043,0.0267,0.0028,-5.69,-28.87,24.19,26.75,-78.72,-145.6,False
324.0,326922,2019-09-08 10:13:13.546,-0.5684,-0.1595,10.2899,0.0172,0.0096,9.8066,0.2096,0.0849,-0.0527,-5.56,-28.94,25.5,26.53,-78.6,-146.46,False
324.099,327021,2019-09-08 10:13:13.645,-0.0167,0.0632,10.2304,0.0113,-0.0368,9.8065,0.174,-0.0452,0.0231,-5.44,-28.75,26.19,28.59,-78.43,-147.08,False
324.2,327122,2019-09-08 10:13:13.746,0.624,0.0382,8.9569,0.0068,-0.0313,9.8066,-0.2068,-0.0614,-0.0349,-5.12,-27.56,25.44,26.29,-78.23,-148.6,False
324.299,327221,2019-09-08 10:13:13.845,-0.7241,0.7226,9.0823,-0.0176,0.0513,9.8064,-0.1657,-0.0034,-0.0321,-5.06,-27.56,25.81,28.4,-78.6,-146.92,False
324.399,327321,2019-09-08 10:13:13.945,0.1353,0.2283,9.862,-0.0144,0.0465,9.8065,-0.0257,0.018,-0.0391,-5.44,-27.81,25.38,29.04,-78.71,-146.14,False
324.499,327421,2019-09-08 10:13:14.045,0.4939,-0.2715,10.9258,0.0023,-0.0462,9.8064,0.138,0.0358,-0.0473,-5.56,-27.62,25.31,27.47,-78.79,-145.11,False
324.599,327521,2019-09-08 10:13:14.145,-0.0783,0.9677,9.8372,0.0116,-0.0522,9.8064,0.1137,0.0017,-0.0376,-5.37,-27.94,24.44,29.71,-78.69,-145.4,False
324.699,327621,2019-09-08 10:13:14.245,-0.3844,1.6685,8.8821,0.0093,0.0457,9.8064,-0.0285,-0.0227,0.0245,-5.94,-28.37,24.44,25.73,-78.49,-146.34,False
324.799,327721,2019-09-08 10:13:14.345,0.8076,-1.9007,11.1748,-0.0011,0.0274,9.8066,0.0707,-0.1102,0.0284,-6.19,-28.87,25.25,25.36,-78.52,-147.13,False
324.899,327821,2019-09-08 10:13:14.445,-0.9104,1.2121,11.8376,0.0372,-0.0365,9.8065,0.0961,0.1114,-0.1871,-5.37,-29.37,26.31,25.2,-78.42,-149.76,False
325.0,327922,2019-09-08 10:13:14.546,-0.6491,1.7043,9.1254,0.0156,-0.0409999999999999,9.8065,0.1088,-0.0123,0.0296,-5.31,-28.5,26.38,24.31,-78.57,-150.2,False
325.099,328021,2019-09-08 10:13:14.645,-1.148,0.6882,8.7811,0.0055,0.0281,9.8065,0.0911,-0.1278,0.1138,-5.44,-27.94,26.13,24.24,-78.99,-150.04,False
325.199,328121,2019-09-08 10:13:14.745,-0.2762,-0.4746,9.8762,0.0039,0.0187,9.8065,-0.1103,-0.0212,0.0177,-4.31,-27.69,25.0,26.63,-79.31,-149.97,False
325.3,328222,2019-09-08 10:13:14.846,0.1779,1.2546,10.0083,0.0028,0.0082,9.8066,-0.1052,-0.0193,-0.0164,-4.62,-26.81,24.69,23.37,-79.43,-150.11,False
325.4,328322,2019-09-08 10:13:14.946,-0.449,0.3939999999999999,10.168,-0.0014,0.0069999999999999,9.8066,0.0764,-0.0061,-0.0279,-4.19,-27.31,24.44,25.68,-79.45,-150.3,False
325.5,328422,2019-09-08 10:13:15.046,-0.284,0.4243,9.8779,0.0012,-0.0018,9.8066,-0.0186,0.0175,-0.0555,-4.87,-28.31,23.88,22.47,-79.39,-150.73,False
325.599,328521,2019-09-08 10:13:15.145,-0.1716,-0.3825,9.6697,0.0025,0.0076,9.8066,-0.0964,0.019,-0.065,-4.87,-29.37,24.13,22.79,-79.39,-150.64,False
325.699,328621,2019-09-08 10:13:15.245,0.2218,1.3075,9.8198,0.0033,0.0226,9.8066,-0.1199,-0.0129,-0.0381,-4.75,-28.81,24.56,22.63,-79.36,-151.06,False
325.799,328721,2019-09-08 10:13:15.345,0.3639,1.3158,9.744,0.0119,0.0084,9.8065,0.0107,-0.0016,-0.063,-4.5,-28.81,26.19,25.01,-79.46,-151.52,False
325.899,328821,2019-09-08 10:13:15.445,0.5341,1.058,9.5964,0.0131,-0.0079,9.8066,0.0228,-0.003,-0.0302,-4.5,-28.25,25.81,24.44,-79.54,-151.77,False
325.999,328921,2019-09-08 10:13:15.545,-0.0078,0.4415,10.0618,0.0115,-0.002,9.8066,-0.0119,0.0465,-0.0463,-3.87,-27.62,25.13,23.11,-79.64,-152.63,False
326.099,329021,2019-09-08 10:13:15.645,0.4549,-0.1434,9.7019,0.0103,-0.0135,9.8066,-0.0918,-0.0355,0.0004,-3.81,-27.12,25.38,21.5,-79.69,-153.74,False
326.2,329122,2019-09-08 10:13:15.746,-0.2839,0.349,10.3527,0.0162,-0.0007,9.8066,0.0266,-0.0211,0.0038,-3.5,-27.06,24.88,24.05,-79.8,-153.9,False
326.299,329221,2019-09-08 10:13:15.845,0.1275,0.0654,9.6166,0.0135,0.0085,9.8066,0.0605,0.012,-0.0007,-3.5,-27.5,24.13,22.36,-79.95,-155.09,False
326.4,329322,2019-09-08 10:13:15.946,-0.3254,0.4979,9.5417,0.0003,0.0212,9.8066,0.0382,0.0003,0.0019,-3.81,-28.62,23.31,18.65,-80.12,-155.66,False
326.5,329422,2019-09-08 10:13:16.046,0.089,-0.1778,9.6602,0.0079,0.0145,9.8065,0.0589,0.0096,-0.0143,-4.12,-29.37,24.69,18.67,-80.15,-156.1,False
326.599,329521,2019-09-08 10:13:16.145,0.1213,0.6268,9.7858,0.0089,0.0093,9.8066,0.0338,0.0156,-0.0095,-3.81,-28.75,25.06,18.04,-80.11,-156.62,False
326.7,329622,2019-09-08 10:13:16.246,-0.456,1.1022,10.5808,0.0067,0.0081,9.8066,0.1105,-0.0113,0.0454,-4.44,-28.12,25.63,17.21,-80.16,-157.38,False
326.799,329721,2019-09-08 10:13:16.345,-0.2413,1.5455,9.8428,0.0019,0.0044,9.8066,0.0189,0.025,0.0087,-3.56,-27.25,25.88,16.52,-80.11,-157.84,False
326.9,329822,2019-09-08 10:13:16.446,0.4167,0.4715,9.3567,-0.0013,0.015,9.8066,-0.0149,-0.0308,0.0608,-3.0,-27.5,25.5,18.96,-80.15,-158.01,False
326.999,329921,2019-09-08 10:13:16.545,-0.3043,0.1274,9.6246,-0.0082,-0.0028,9.8066,0.0592,-0.0123,0.0304,-2.37,-26.75,25.81,22.51,-80.14,-157.29,False
327.099,330021,2019-09-08 10:13:16.645,0.1276,0.4664,9.703,0.0109,-0.0042,9.8066,0.0155,-0.0153,0.0015,-2.81,-26.69,24.44,19.24,-80.25,-157.47,False
327.199,330121,2019-09-08 10:13:16.745,0.7382,0.1275,9.5527,0.0085,-0.008,9.8066,-0.1009999999999999,-0.0291,0.0072,-3.06,-27.12,23.81,18.66,-80.34,-157.9,False
327.299,330221,2019-09-08 10:13:16.845,0.2002,0.91,10.222,-0.0014,-0.0075,9.8066,-0.0836,0.0514,-0.0741,-3.87,-28.62,23.81,15.67,-80.38,-158.16,False
327.4,330322,2019-09-08 10:13:16.946,0.3227,0.3669,9.6126,0.0012,-0.0085,9.8066,-0.0032,0.0559999999999999,-0.0303,-4.62,-29.25,24.19,12.49,-80.48,-158.34,False
327.499,330421,2019-09-08 10:13:17.045,0.0026,-0.486,10.1291,-0.0058,-0.0092,9.8066,-0.003,-0.0163,0.0564,-4.19,-28.62,25.75,16.12,-80.38,-158.28,False
327.599,330521,2019-09-08 10:13:17.145,-0.2044,1.2268,10.0558,-0.0076,0.0073,9.8065,0.0374,-0.0554,0.0428,-3.69,-28.5,25.75,16.52,-80.48,-157.82,False
327.7,330622,2019-09-08 10:13:17.246,2.4271,1.4137,9.9076,-0.0063,0.011,9.8065,0.025,0.1096,-0.13,-3.81,-26.94,25.81,17.12,-80.46,-157.23,False
327.799,330721,2019-09-08 10:13:17.345,0.3201,0.7072,9.8423,-0.0045,0.0254,9.8066,0.0398,-0.0164,-0.0144,-3.69,-26.94,26.38,16.74,-80.41,-157.56,False
327.899,330821,2019-09-08 10:13:17.445,0.7348,1.1102,9.4895,-0.0017,0.031,9.8065,0.1049,-0.015,-0.0316,-3.37,-27.0,25.38,19.24,-80.37,-157.57,False
328.0,330922,2019-09-08 10:13:17.546,0.9264,0.6401,9.471,0.0033,-0.0082,9.8066,0.0258,0.0074,-0.0077,-3.37,-26.5,24.94,19.62,-80.35,-157.13,False
328.099,331021,2019-09-08 10:13:17.645,0.2866,0.3304,9.9687,0.0006,-0.0253,9.8066,-0.0358,0.0425,0.0094,-3.62,-26.12,24.75,16.71,-80.25,-157.3,False
328.199,331121,2019-09-08 10:13:17.745,0.1024,-0.3876,9.4923,-0.0052,0.0052,9.8066,0.0718,0.05,0.0008,-3.44,-27.06,25.25,18.99,-80.24,-157.82,False
328.3,331222,2019-09-08 10:13:17.846,0.0721,0.2117,9.5465,-0.0022,0.0355,9.8065,0.0281,0.0305,0.0281,-4.0,-28.44,24.56,17.01,-80.42,-157.21,False
328.399,331321,2019-09-08 10:13:17.945,0.5782,0.8712,9.3481,-0.0042,0.0149,9.8066,-0.1197,0.0222,0.0301,-3.5,-28.44,25.31,20.8,-80.56,-156.34,False
328.5,331422,2019-09-08 10:13:18.046,0.8309,0.9679,9.6773,-0.0112,0.0127,9.8066,-0.0556,0.033,0.0283,-3.31,-28.19,25.5,22.19,-80.64,-155.27,False
328.599,331521,2019-09-08 10:13:18.145,0.1654,0.9937,10.2435,-0.0065,-0.0271,9.8065,0.0075,0.0537,0.0319,-3.94,-27.81,25.75,20.33,-80.36,-154.74,False
328.699,331621,2019-09-08 10:13:18.245,-0.0665,0.7211,9.9886,-0.0101,-0.0362,9.8065,-0.0652,-0.0242,0.077,-3.81,-27.37,25.94,20.99,-80.2,-154.14,False
328.8,331722,2019-09-08 10:13:18.346,0.8514,-0.0185,9.5447,-0.0089,0.004,9.8066,0.0008,-0.0269,0.0689,-4.06,-26.44,25.81,22.12,-80.17,-153.08,False
328.9,331822,2019-09-08 10:13:18.446,0.6872,1.5908,10.2653,-0.0112,0.022,9.8066,0.0932,0.0539,0.0092,-3.5,-26.44,24.56,25.34,-80.08,-152.53,False
328.999,331921,2019-09-08 10:13:18.545,0.3768,0.1744,10.1383,-0.0124,-0.0082,9.8066,0.0003,-0.0094,0.0275,-4.12,-27.19,24.44,23.49,-80.12,-151.72,False
329.099,332021,2019-09-08 10:13:18.645,0.9675,0.2011,9.3764,-0.0017,-0.0246,9.8066,-0.07,-0.0302,0.0239,-3.81,-27.69,24.56,24.26,-79.93,-151.55,False
329.2,332122,2019-09-08 10:13:18.746,0.8278,0.8377,9.5241,-0.0008,0.0228,9.8066,0.0315,0.0059,-0.0489,-4.06,-28.75,26.0,25.3,-79.97,-151.01,False
329.299,332221,2019-09-08 10:13:18.845,0.3906,-0.1355,10.5499,-0.0119,0.0246,9.8066,0.0362,0.0286,0.012,-4.81,-28.25,26.88,23.85,-79.97,-150.11,False
329.399,332321,2019-09-08 10:13:18.945,0.7282,1.281,10.0219,-0.0044,-0.0105,9.8066,-0.1097,0.0078,-0.011,-5.81,-27.69,27.13,21.86,-79.94,-149.69,False
329.5,332422,2019-09-08 10:13:19.046,0.5075,1.2694,9.5349,-0.0046,0.0041,9.8066,-0.079,0.0311,-0.0549,-5.31,-27.5,26.0,24.37,-79.9,-149.32,False
329.6,332522,2019-09-08 10:13:19.146,0.3721,0.4168,9.6407,0.0034,0.0028,9.8066,0.0204,0.0103,-0.0102,-4.44,-26.44,26.63,27.27,-79.96,-149.04,False
329.7,332622,2019-09-08 10:13:19.246,0.9818,0.2636,9.7975,-0.0029,-0.0221,9.8066,0.039,-0.0208,0.0579999999999999,-4.87,-25.81,25.81,24.54,-79.9,-149.03,False
329.799,332721,2019-09-08 10:13:19.345,0.2287,-0.0421,9.8154,-0.0044,0.0106,9.8066,-0.0462,0.0646,0.0118,-5.25,-26.81,24.81,25.48,-79.8,-148.2,False
329.899,332821,2019-09-08 10:13:19.445,-1.0282,0.2263,10.7718,-0.0325,0.0286,9.8065,0.0845,0.0579999999999999,0.0314,-5.0,-27.81,24.94,27.57,-79.73,-146.72,False
329.999,332921,2019-09-08 10:13:19.545,0.7490000000000001,-0.0563,10.9384,-0.0056,-0.0395,9.8065,-0.1135,0.0856,0.0076,-5.44,-29.31,25.69,29.51,-79.65,-145.59,False
