elapsed_s,time_since_start_ms,timestamp_local,accelerometer_x_mps2,accelerometer_y_mps2,accelerometer_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,gyroscope_x_radps,gyroscope_y_radps,gyroscope_z_radps,magnetic_field_x_ut,magnetic_field_y_ut,magnetic_field_z_ut,orientation_azimuth_deg,orientation_pitch_deg,orientation_roll_deg,gnss_available
4557.7,4560622,2019-09-08 11:23:47.246,1.1407,0.2687,10.3955,-0.0137,0.0087,9.8066,0.0746,0.3104,0.0016,2.56,-30.37,22.0,33.68,-83.73,-158.94,False
4557.8,4560722,2019-09-08 11:23:47.346,3.5069,1.0456,9.9475,0.0098,0.0076,9.8066,0.0616,0.2866,0.0107,2.88,-30.06,22.75,33.5,-83.95,-158.4,False
4557.903,4560825,2019-09-08 11:23:47.449,1.7295,-0.0281,10.0887,0.0063,-0.0065,9.8066,0.0391,0.3514,-0.0827,1.69,-30.37,23.06,29.43,-84.1,-159.44,False
4557.999,4560921,2019-09-08 11:23:47.545,2.1047,-0.8155,9.4892,0.0211,0.0009,9.8065,0.0531,0.3462,-0.0879,1.69,-29.19,24.0,25.0,-84.2,-162.83,False
4558.099,4561021,2019-09-08 11:23:47.645,1.3599,-0.8847,10.0163,-0.011,-0.0224,9.8065,-0.0227,0.3142,-0.1359,1.56,-30.37,24.13,25.02,-84.1,-162.97,False
4558.199,4561121,2019-09-08 11:23:47.745,0.7669,0.0905,9.8826,-0.0046,0.0177,9.8066,-0.0274,0.2914,-0.0249,1.0,-30.81,24.63,20.41,-84.27,-164.45,False
4558.3,4561222,2019-09-08 11:23:47.846,0.4529,0.6079,9.5437,0.0172,0.031,9.8065,-0.0368,0.2635,-0.0056,0.75,-30.19,24.56,20.41,-84.54,-164.25,False
4558.399,4561321,2019-09-08 11:23:47.945,0.5377,-0.6086,9.6643,0.0239,-0.0135,9.8066,-0.0149,0.2235,-0.0622,0.81,-30.12,25.38,18.31,-84.73,-166.03,False
4558.499,4561421,2019-09-08 11:23:48.045,1.0948,-1.6903,8.5783,0.0371,-0.019,9.8065,0.0191,0.2944,-0.1441,0.63,-30.44,24.75,11.99,-84.93,-171.61,False
4558.599,4561521,2019-09-08 11:23:48.145,0.2468,0.2402,8.7491,0.0222,0.0901,9.8061,-0.0591,0.2285,-0.0915,0.69,-30.0,25.25,4.36,-85.77,-178.33,False
4558.699,4561621,2019-09-08 11:23:48.245,0.9818,0.0136,9.3528,0.017,0.0629,9.8064,-0.1094,0.0742,-0.0364,0.69,-29.19,25.06,1.94,-85.99,179.49,False
4558.8,4561722,2019-09-08 11:23:48.346,-1.095,-0.7118,10.2634,-0.0009,0.0165,9.8066,0.0565,0.0154,0.0116,0.81,-30.31,24.38,1.97,-86.19,179.42,False
4558.9,4561822,2019-09-08 11:23:48.446,-1.766,-0.4307,10.4816,0.0145,0.0048,9.8066,0.1152,0.0235,-0.0119,1.0,-29.94,24.25,0.86,-86.28,178.41,False
4558.999,4561921,2019-09-08 11:23:48.545,-0.9622,-0.5824,10.5748,0.0082,-0.0372,9.8065,-0.1167,-0.0044,0.0013,1.38,-30.37,25.06,358.96,-86.17,176.76,False
4559.099,4562021,2019-09-08 11:23:48.645,-0.4445,0.1643,9.6095,0.0008,-0.0254,9.8066,-0.0801,-0.017,0.0142,1.06,-31.06,24.75,356.88,-85.89,174.87,False
4559.199,4562121,2019-09-08 11:23:48.745,-2.0319,-0.1616,9.8218,-0.0072,0.009,9.8066,0.0541,-0.0674,0.0175,1.06,-30.25,25.63,358.69,-85.88,176.6,False
4559.3,4562222,2019-09-08 11:23:48.846,-1.9563,-0.5291,10.1505,-0.0176,0.0049,9.8066,0.0365,-0.0896,0.0277,1.44,-31.06,25.63,359.89,-85.89,177.7,False
4559.4,4562322,2019-09-08 11:23:48.946,-2.2626,-0.0782,9.846,-0.0237,0.0159,9.8065,-0.063,-0.1939999999999999,0.1209,1.0,-30.81,25.25,4.27,-85.9,-178.41,False
4559.5,4562422,2019-09-08 11:23:49.046,-3.0434,1.0498,10.470999999999998,-0.0381,-0.0103,9.8065,0.0155,-0.2203,0.1203,1.0,-30.31,25.31,12.27,-85.88,-171.1,False
4559.599,4562521,2019-09-08 11:23:49.145,-3.1396,0.9087,9.8563,-0.0135,-0.0287,9.8065,0.09,-0.2019999999999999,0.0306,0.44,-30.62,25.63,12.8,-85.76,-168.35,False
4559.699,4562621,2019-09-08 11:23:49.245,-2.0932,0.2416,9.7213,0.0008,-0.0292,9.8066,0.0074,-0.2261,0.0303,0.88,-30.12,24.94,15.74,-85.42,-168.09,False
4559.801,4562723,2019-09-08 11:23:49.347,-2.6363,-0.1137,9.0442,-0.0167,0.023,9.8065,-0.0367,-0.2798,0.0744,1.13,-30.87,24.94,18.93,-85.47,-165.24,False
4559.9,4562822,2019-09-08 11:23:49.446,-2.9739,0.2578,10.2187,-0.0262,0.0202,9.8065,-0.062,-0.3039,0.0797,1.06,-31.62,24.56,22.7,-85.45,-161.9,False
4559.999,4562921,2019-09-08 11:23:49.545,-3.681,0.5219,10.0535,-0.0167,0.0078,9.8066,0.0048,-0.3044,0.0428,1.06,-30.62,23.63,26.12,-85.62,-158.82,False
4560.1,4563022,2019-09-08 11:23:49.646,-2.1127,-0.06,10.0411,-0.0004,0.0002,9.8066,-0.0073,-0.2933,0.026,1.06,-30.75,23.44,29.69,-85.64,-155.78,False
4560.2,4563122,2019-09-08 11:23:49.746,-3.1765,0.1421,10.0704,-0.0283,-0.0164,9.8065,-0.0977,-0.3496,0.0881,1.75,-30.19,22.38,35.54,-85.49,-153.3,False
4560.3,4563222,2019-09-08 11:23:49.846,-3.1773,-0.3339,9.5352,-0.0304,-0.0178,9.8066,-0.1219,-0.3556,0.0698,1.75,-30.31,22.44,38.31,-85.29,-150.95,False
4560.399,4563321,2019-09-08 11:23:49.945,-3.6192,0.5303,10.0211,-0.0059,0.0166,9.8066,0.1088,-0.3857,0.032,2.38,-30.69,21.44,41.43,-85.09,-148.9,False
4560.5,4563422,2019-09-08 11:23:50.046,-1.8846,0.3179,9.7626,0.0169,0.0313,9.8066,0.0899,-0.3083,-0.0081,2.25,-30.5,20.94,41.92,-85.2,-148.19,False
4560.6,4563522,2019-09-08 11:23:50.146,-3.2551,0.1612,10.3088,-0.018,-0.0462,9.8064,-0.1198,-0.3838,0.0622,3.25,-30.75,20.69,44.64,-85.22,-148.51,False
4560.699,4563621,2019-09-08 11:23:50.245,-3.7319,0.3791,9.1853,-0.0151,-0.0421,9.8064,-0.1191,-0.4593,0.0621,3.13,-31.69,19.75,45.43,-84.93,-148.94,False
4560.799,4563721,2019-09-08 11:23:50.345,-1.0921,2.002,8.8071,-0.0051,0.0691,9.8063,0.3118,-0.574,0.1784,3.5,-30.81,19.31,53.98,-85.25,-144.15,False
4560.899,4563821,2019-09-08 11:23:50.445,-2.8714,0.82,9.2678,0.0475,0.1088,9.8059,0.1871,-0.4979,0.1813,4.06,-31.37,18.5,57.05,-85.23,-141.33,False
4560.999,4563921,2019-09-08 11:23:50.545,-2.737,0.0343,10.1048,0.0249,-0.0019,9.8066,-0.0999,-0.4663,0.0344,3.69,-31.12,16.81,62.25,-84.71,-139.45,False
4561.1,4564022,2019-09-08 11:23:50.646,1.7402,0.4355,9.3399,-0.022,-0.0285,9.8066,-0.2408,-0.067,-0.3465,4.31,-30.69,17.13,59.91,-84.53,-141.89,False
4561.199,4564121,2019-09-08 11:23:50.745,-3.4819,2.3241,10.1448,-0.0337,0.0023,9.8066,0.2751,-0.2078,-0.0311,4.13,-31.62,16.56,54.47,-84.38,-147.33,False
4561.299,4564221,2019-09-08 11:23:50.845,-6.8817,0.3466,10.9427,-0.0156,0.0035,9.8066,0.4058,-0.5975,0.3423,4.19,-30.94,16.0,56.3,-83.99,-147.35,False
4561.4,4564322,2019-09-08 11:23:50.946,-4.0804,-0.3981,11.3041,-0.043,-0.0611,9.8063,-0.1594,-0.3657,0.129,3.69,-32.12,16.06,59.78,-83.17,-146.0,False
4561.5,4564422,2019-09-08 11:23:51.046,-2.9835,1.9304,10.9271,-0.0224,-0.0222,9.8066,-0.0266,-0.3138,0.0589,3.94,-32.06,14.88,62.39,-83.32,-145.04,False
4561.599,4564521,2019-09-08 11:23:51.145,-2.0091,1.5972,9.7418,0.0062,0.032,9.8065,-0.0368,-0.3775,-0.0372,3.94,-32.25,13.88,65.25,-83.46,-144.06,False
4561.699,4564621,2019-09-08 11:23:51.245,-1.7075,1.9915,9.7678,0.0149,0.0384,9.8065,0.0396,-0.517,0.0856,3.81,-32.44,13.38,69.95,-83.53,-141.77,False
4561.799,4564721,2019-09-08 11:23:51.345,-1.7979,2.5164,9.9507,-0.0202,-0.0235,9.8066,-0.0156,-0.4322,0.0765,3.94,-32.5,12.25,74.23,-83.25,-141.06,False
4561.899,4564821,2019-09-08 11:23:51.445,-2.0886,2.7260000000000004,10.0523,-0.0277,-0.0298,9.8065,-0.1083,-0.4257,0.0656,3.5,-31.81,11.88,74.1,-82.94,-141.99,False
4561.999,4564921,2019-09-08 11:23:51.545,-2.6635,2.3238,10.4003,0.0218,0.0079,9.8066,0.2162,-0.3945,-0.0398,4.06,-32.25,11.81,72.73,-82.98,-143.11,False
4562.099,4565021,2019-09-08 11:23:51.645,-2.5295,1.8954,10.1673,0.0154,0.0054,9.8065,0.1632,-0.4033,-0.0198,4.25,-31.75,10.38,78.03,-82.94,-144.97,False
4562.199,4565121,2019-09-08 11:23:51.745,-2.3225,0.4408,10.459,-0.0265,-0.0564,9.8064,-0.2734,-0.5006,0.0959,4.13,-32.5,10.81,71.91,-83.01,-146.77,False
4562.299,4565221,2019-09-08 11:23:51.845,-0.6437,1.3778,9.7279,-0.0273,-0.031,9.8065,-0.0879,-0.41,0.0752,4.44,-33.0,9.31,80.17,-82.8,-148.51,False
4562.4,4565322,2019-09-08 11:23:51.946,-1.511,3.5523,10.1829,-0.0084,0.0195,9.8066,-0.0039,-0.5096,0.1145,4.06,-32.5,8.31,86.69,-82.66,-147.29,False
4562.499,4565421,2019-09-08 11:23:52.045,-0.4759,3.7412,9.3704,0.0105,0.0173,9.8065,-0.0373,-0.4194,0.003,3.38,-33.0,7.88,85.06,-82.42,-146.35,False
4562.599,4565521,2019-09-08 11:23:52.145,-2.4796,2.6403,9.9315,-0.0498,-0.0107,9.8065,-0.0202,-0.4914,0.092,3.0,-33.31,6.5,93.24,-81.94,-147.69,False
4562.699,4565621,2019-09-08 11:23:52.245,-0.2867,1.4674,9.9169,-0.0357,-0.0123,9.8065,0.0298,-0.4804,0.0679,3.5,-33.25,6.19,105.26,-81.76,-147.97,False
4562.799,4565721,2019-09-08 11:23:52.345,-2.2918,2.8926,10.1122,-0.0128,0.023,9.8066,-0.0112,-0.4623,0.1012,2.44,-32.87,4.88,111.21,-81.62,-147.52,False
4562.9,4565822,2019-09-08 11:23:52.446,0.9781,3.8934,11.1919,-0.0291,0.0348,9.8065,-0.0748,-0.6174,0.1134,1.63,-33.12,3.94,126.39,-81.23,-145.64,False
4562.999,4565921,2019-09-08 11:23:52.545,-0.6703,1.9852,9.6979,-0.0119,-0.0053,9.8066,-0.1426,-0.5487,0.01,2.0,-34.12,3.88,128.8,-81.13,-144.4,False
4563.1,4566022,2019-09-08 11:23:52.646,1.1709,2.7775,9.6676,-0.021,0.0066,9.8065,-0.0363,-0.5192,0.0035,0.69,-33.94,3.19,144.28,-80.88,-145.3,False
4563.199,4566121,2019-09-08 11:23:52.745,0.1279,1.1329,9.2028,-0.0087,-0.005,9.8066,0.1101,-0.565,0.0959,0.44,-33.12,2.44,163.54,-80.7,-147.13,False
4563.3,4566222,2019-09-08 11:23:52.846,0.4405,2.202,9.6521,0.0112,-0.0125,9.8065,0.079,-0.4766,0.0565,0.63,-33.31,1.81,155.7,-80.61,-147.59,False
4563.4,4566322,2019-09-08 11:23:52.946,2.1452,1.2465,10.2919,-0.0011,0.0107,9.8066,-0.1172,-0.4066,0.0545,-0.25,-32.94,0.75,173.4,-80.58,-148.13,False
4563.5,4566422,2019-09-08 11:23:53.046,2.4658,-0.8637,10.48,-0.0111,0.0152,9.8066,-0.0873,-0.4423,0.0586,-1.0,-33.44,0.25,189.75,-80.45,-148.51,False
4563.599,4566521,2019-09-08 11:23:53.145,0.5625,-0.3141,9.7136,0.0086,-0.0002,9.8066,0.0974,-0.4093,0.0631,-2.19,-32.87,0.25,200.68,-80.31,-148.96,False
4563.699,4566621,2019-09-08 11:23:53.245,3.2935,-0.0902,10.1279,0.012,0.0099,9.8066,0.0143,-0.5056,0.1441,-2.62,-33.87,-0.94,210.55,-79.96,-148.38,False
4563.799,4566721,2019-09-08 11:23:53.345,2.5888,-0.004,9.7612,0.0089,0.0299,9.8065,-0.0303,-0.4627,0.1117,-3.31,-34.31,-0.06,209.09,-79.6,-148.62,False
4563.901,4566823,2019-09-08 11:23:53.447,2.1514,0.1548,10.2937,0.0112,0.0061,9.8066,-0.018,-0.4326,0.0579,-3.69,-33.75,-1.25,218.16,-79.44,-148.33,False
4564.0,4566922,2019-09-08 11:23:53.546,2.9197,-0.7559999999999999,10.5468,0.0088,0.0327,9.8066,-0.1226,-0.4228,0.0862,-4.56,-34.19,-0.94,226.87,-79.43,-148.03,False
4564.099,4567021,2019-09-08 11:23:53.645,1.4334,1.1242,9.7388,0.0279,0.04,9.8064,-0.1129,-0.4622,0.0791,-5.0,-33.5,-2.12,224.89,-79.15,-148.59,False
4564.2,4567122,2019-09-08 11:23:53.746,2.506,-2.2284,10.4517,0.0157,-0.0193,9.8066,0.1285,-0.4123,-0.0061,-6.56,-34.56,-2.06,236.06,-78.88,-147.3,False
4564.299,4567221,2019-09-08 11:23:53.845,3.8056,-1.3554,11.597,0.0027,0.0131,9.8066,0.0315,-0.5463,0.1115,-6.44,-34.19,-2.75,227.56,-78.65,-148.38,False
4564.4,4567322,2019-09-08 11:23:53.946,0.9577,-0.1522,9.7968,-0.0366,-0.0316,9.8064,-0.0595,-0.5151,0.084,-7.25,-33.75,-2.5,235.04,-78.46,-148.67,False
4564.5,4567422,2019-09-08 11:23:54.046,1.9725,-0.9072,10.0398,-0.0106,-0.0352,9.8065,-0.0521,-0.4402,0.0559,-8.25,-34.69,-3.12,237.43,-78.63,-148.87,False
4564.6,4567522,2019-09-08 11:23:54.146,2.5599,0.5348,10.5439,0.0398,0.0538,9.8063,-0.0592,-0.4905,0.1265,-9.0,-34.37,-3.81,240.15,-78.46,-148.93,False
4564.7,4567622,2019-09-08 11:23:54.246,2.3269,-0.0224,10.7149,0.0458,0.0437,9.8064,-0.1669,-0.4256,0.0239,-9.75,-34.0,-3.5,245.58,-78.0,-149.32,False
4564.8,4567722,2019-09-08 11:23:54.346,0.794,-2.533,9.3982,-0.0414,-0.0511,9.8064,-0.0871,-0.488,-0.0095,-10.87,-34.56,-3.87,247.32,-78.26,-148.29,False
4564.899,4567821,2019-09-08 11:23:54.445,1.0091,-2.6073,9.1539,-0.0391,-0.0112,9.8065,-0.1444,-0.4643,-0.0407,-11.25,-33.56,-3.62,246.8,-78.12,-149.62,False
4564.999,4567921,2019-09-08 11:23:54.545,1.1544,-1.6368,9.6433,0.0212,0.0362,9.8065,0.0572,-0.503,0.1156,-12.0,-33.69,-3.37,251.61,-78.07,-151.38,False
4565.1,4568022,2019-09-08 11:23:54.646,1.2575,-1.7280000000000002,9.9141,0.0138,0.0266,9.8065,-0.0292,-0.3934,0.0265,-12.69,-33.56,-3.75,249.9,-77.75,-152.89,False
4565.199,4568121,2019-09-08 11:23:54.745,0.7828,-2.3443,10.6678,0.0121,-0.0036,9.8066,0.0526,-0.3944,0.0217,-12.94,-33.37,-4.19,249.83,-77.65,-153.68,False
4565.299,4568221,2019-09-08 11:23:54.845,-0.7393,-2.1179,9.1725,-0.0171,-0.0053,9.8065,-0.0123,-0.4027,-0.0161,-14.81,-33.75,-3.94,253.8,-77.52,-153.95,False
4565.4,4568322,2019-09-08 11:23:54.946,0.2631,-2.4763,8.969,-0.0095,0.0091,9.8066,0.0828,-0.4507,0.1153,-15.25,-34.25,-3.19,254.94,-77.42,-155.53,False
4565.5,4568422,2019-09-08 11:23:55.046,0.7543,-2.6365,9.9474,-0.0295,-0.0032,9.8066,0.1092,-0.4214,0.0911,-15.44,-33.44,-3.37,255.18,-77.4,-156.13,False
4565.6,4568522,2019-09-08 11:23:55.146,1.7556,-1.4088,10.5279,0.0317,0.0302,9.8065,-0.1158,-0.4304,0.0482,-16.75,-33.69,-2.87,257.91,-77.31,-156.7,False
4565.699,4568621,2019-09-08 11:23:55.245,0.226,-0.6786,9.0728,0.0149,0.0274,9.8065,-0.2578,-0.3958,0.048,-17.25,-33.12,-3.0,257.59,-77.22,-157.68,False
4565.799,4568721,2019-09-08 11:23:55.345,2.3685,-4.2157,11.1676,-0.0275,0.004,9.8066,-0.0043,-0.5915,0.1273,-17.94,-33.31,-3.12,259.5,-77.26,-157.61,False
4565.901,4568823,2019-09-08 11:23:55.447,1.0727,-2.0361,10.2882,0.078,0.0579,9.8061,-0.2525,-0.3411,0.0337,-18.75,-32.31,-3.12,260.1,-77.14,-159.21,False
4565.999,4568921,2019-09-08 11:23:55.545,0.0145,-2.2501,8.4118,0.0092,0.0005,9.8066,0.1226,-0.4074,0.1218,-19.06,-32.94,-2.19,262.36,-77.3,-159.13,False
4566.1,4569022,2019-09-08 11:23:55.646,-1.5093,-1.6132,7.6135,-0.0495,-0.031,9.8064,0.1012,-0.4257,0.1356,-20.25,-33.56,-1.25,265.07,-76.93,-159.08,False
4566.199,4569121,2019-09-08 11:23:55.745,2.8493,-1.1694,11.3976,0.0585,0.0277,9.8064,0.1086,-0.3136,0.0068,-21.37,-32.56,-0.94,266.01,-76.51,-159.32,False
4566.3,4569222,2019-09-08 11:23:55.846,1.3553,0.4115,11.6904,0.0392,0.0317,9.8065,0.1079,-0.2328,-0.0485,-20.56,-33.12,-0.44,266.8,-76.17,-160.58,False
4566.4,4569322,2019-09-08 11:23:55.946,1.1201,-1.8404,11.2807,0.0043,0.0131,9.8066,-0.2999,-0.3876,0.0653,-21.5,-32.81,-0.37,266.29,-76.36,-161.45,False
4566.499,4569421,2019-09-08 11:23:56.045,-1.1871,-3.1221,9.4767,0.0162,0.0212,9.8066,-0.2685,-0.4207,0.146,-22.62,-31.87,0.13,268.11,-76.43,-162.33,False
4566.6,4569522,2019-09-08 11:23:56.146,0.5185,-2.6373,9.7918,-0.0143,0.0028,9.8066,0.1406,-0.4216,0.0949,-22.87,-31.56,0.44,267.92,-76.38,-162.46,False
4566.7,4569622,2019-09-08 11:23:56.246,-0.8523,-3.3418,9.9851,-0.0521,0.0104,9.8064,0.2428,-0.2946,-0.0025,-23.5,-32.06,0.69,269.98,-76.71,-163.35,False
4566.799,4569721,2019-09-08 11:23:56.345,0.8389,-3.2144,10.7388,0.1205,0.0289,9.8058,-0.499,-0.5814,0.2542,-23.69,-31.0,1.5,273.45,-76.85,-163.75,False
4566.899,4569821,2019-09-08 11:23:56.445,0.2422,-3.9268,9.0927,0.1237,0.0237,9.8058,-0.413,-0.4206,0.0939,-24.12,-31.69,2.69,273.99,-76.26,-164.2,False
4566.999,4569921,2019-09-08 11:23:56.545,0.196,-3.7429,8.8417,-0.1352,-0.0077,9.8056,0.2179,-0.4029999999999999,-0.0021,-25.25,-32.0,3.13,276.39,-77.19,-163.61,False
4567.099,4570021,2019-09-08 11:23:56.645,-1.754,-1.4093,9.1843,-0.1202,-0.0058,9.8059,0.022,-0.2927,-0.0953,-25.25,-31.0,3.19,276.27,-77.3,-164.41,False
4567.2,4570122,2019-09-08 11:23:56.746,-1.3089,-2.1989,9.9082,0.0601,-0.0215,9.8064,0.073,-0.5848,0.1515,-25.62,-32.06,4.25,277.21,-77.44,-165.77,False
4567.3,4570222,2019-09-08 11:23:56.846,-0.3997,-3.1783,10.4257,-0.0301,0.026,9.8065,0.2931,-0.6783,0.1141,-25.62,-31.69,4.38,277.79,-77.4,-165.14,False
4567.4,4570322,2019-09-08 11:23:56.946,-1.3252,-3.915,10.9316,0.004,0.0343,9.8066,-0.1069,-0.7419,0.1743,-26.44,-30.62,5.5,282.38,-77.47,-165.73,False
4567.5,4570422,2019-09-08 11:23:57.046,-2.6884,-4.2052,8.3757,-0.0173,0.051,9.8065,-0.1852,-0.5656,0.066,-26.81,-30.87,6.06,280.07,-77.67,-168.28,False
4567.6,4570522,2019-09-08 11:23:57.146,-0.3076,-2.7837,9.1751,-0.0174,0.0204,9.8066,0.1061,-0.4183,0.2105,-26.87,-30.31,6.63,280.7,-77.7,-170.28,False
4567.7,4570622,2019-09-08 11:23:57.246,-1.653,-4.638999999999999,10.5605,0.0214,-0.0094,9.8066,0.0415,-0.5291,0.2011,-27.56,-30.19,7.5,282.84,-77.55,-170.01,False
4567.8,4570722,2019-09-08 11:23:57.346,-1.5176,-4.0008,10.6123,0.0008,0.0204,9.8065,-0.0579,-0.4956,0.048,-27.56,-30.25,8.25,282.11,-77.75,-170.94,False
4567.899,4570821,2019-09-08 11:23:57.445,-1.2248,-2.5561,8.738,-0.0263,0.0471,9.8065,-0.0496,-0.4706,-0.0081,-26.75,-30.81,8.75,281.84,-78.13,-173.41,False
4567.999,4570921,2019-09-08 11:23:57.545,-2.7586,-2.0544,9.6475,-0.0333,0.0041,9.8065,0.0155,-0.5246,0.0403,-28.0,-29.87,9.75,283.7,-78.52,-174.22,False
4568.099,4571021,2019-09-08 11:23:57.645,-0.2875,-1.8173,9.3972,0.0057,-0.0097,9.8066,-0.3503,-0.4091,-0.0341,-28.44,-29.69,9.81,283.6,-78.92,-174.75,False
4568.199,4571121,2019-09-08 11:23:57.745,-1.8064,-3.963,9.0145,0.0125,0.0128,9.8065,-0.2612,-0.5173,0.1262,-27.44,-29.87,10.38,284.33,-79.32,-174.79,False
4568.3,4571222,2019-09-08 11:23:57.846,-3.5605,-0.3023,8.1821,-0.0865,0.0706,9.8059,0.4623,-0.7156,0.2168,-27.94,-29.69,11.25,285.67,-79.57,-175.36,False
